FID,pid,code,startcode,endcode,startnr,endr,oldstatus,newstatus,change,ok
837,6611-6630,DEL.RR-R8,RR,R8,17,35,DEL,DEL,1,1
838,6580-6630,QZ-R8,QZ,R8,24,35,FIX,FIX,0,1
839,6579-6580,QY-QZ,QY,QZ,24,64,FIX,FIX,0,1
840,6578-6579,QX-QY,QX,QY,23,64,FIX,FIX,0,1
841,6495-6578,OQ-QX,OQ,QX,22,23,FIX,FIX,0,1
842,6495-6577,DEL.OQ-QW,OQ,QW,20,22,DEL,DEL,0,1
843,6626-6630,DEL.R4-R8,R4,R8,35,93,DEL,DEL,1,1
844,6579-6624,QY-R2,QY,R2,26,64,FIX,FIX,0,1
845,6578-6624,DEL.QX-R2,QX,R2,23,26,DEL,DEL,0,1
846,6597-6609,RE-RP,RE,RP,3,16,FIX,FIX,1,1
847,6594-6609,DEL.RC-RP,RC,RP,3,95,DEL,DEL,0,1
848,6629-6629,NIV.848,#N/A,#N/A,-1,100,NIV,DEL,0,1
849,6624-6629,DEL.R2-R7,R2,R7,-1,26,DEL,DEL,1,1
850,6624-6625,R2-R3,R2,R3,26,32,FIX,FIX,0,1
851,6321-6321,NIV.851,#N/A,#N/A,-1,100,NIV,DEL,0,1
852,-,NIV.852,#N/A,#N/A,-1,100,NIV,DEL,0,1
853,6286-6323,I2-J3,I2,J3,59,92,FIX,FIX,1,1
854,6323-6331,J3-KB,J3,KB,61,92,FIX,FIX,1,1
855,6580-6581,QZ-Q0,QZ,Q0,24,25,FIX,FIX,0,1
856,6581-6582,Q0-Q1,Q0,Q1,25,81,FIX,FIX,0,1
857,6576-6581,QV-Q0,QV,Q0,25,75,FIX,FIX,0,1
858,-,NIV.858,#N/A,#N/A,-1,100,NIV,DEL,0,1
859,-,NIV.859,#N/A,#N/A,-1,100,NIV,DEL,0,1
860,6283-6284,IZ-I0,IZ,I0,14,58,FIX,FIX,0,1
861,6283-6292,IZ-I8,IZ,I8,12,14,FIX,FIX,0,1
862,6287-6292,I3-I8,I3,I8,12,78,FIX,FIX,1,1
863,6287-6288,I3-I4,I3,I4,25,78,FIX,FIX,1,1
864,6232-6288,DEL.HM-I4,HM,I4,25,54,DEL,DEL,0,1
865,6231-6232,HL-HM,HL,HM,21,54,FIX,FIX,0,1
866,6231-6291,HL-I7,HL,I7,21,22,FIX,FIX,0,1
867,6008-6291,I7-BI,I7,BI,22,76,FIX,FIX,1,1
868,6008-6009,BI-BJ,BI,BJ,24,76,FIX,FIX,1,1
869,6009-6010,DEL.BJ-BK,BJ,BK,24,26,DEL,DEL,0,1
870,6010-6289,I5-BK,I5,BK,26,53,FIX,FIX,0,1
871,6289-6290,I5-I6,I5,I6,52,53,FIX,FIX,0,1
872,6009-6290,I6-BJ,I6,BJ,24,52,FIX,FIX,0,1
873,6532-6613,PP-RT,PP,RT,40,55,FIX,FIX,0,1
874,6461-6461,NIV.874,#N/A,#N/A,-1,100,NIV,DEL,0,1
875,6460-6461,NR-NS,NR,NS,40,41,FIX,FIX,0,1
876,6256-6295,DEL.H9-JB,H9,JB,42,43,DEL,DEL,0,1
877,6606-6607,DEL.RM-RN,RM,RN,97,98,DEL,DEL,0,1
878,6584-6586,DEL.Q3-Q4,Q3,Q4,11,87,DEL,DEL,0,1
879,6584-6595,Q3-RD,Q3,RD,11,96,FIX,FIX,0,1
880,6316-6319,JW-JZ,JW,JZ,54,63,FIX,FIX,0,1
881,6469-6491,DEL.N0-OM,N0,OM,65,83,DEL,DEL,1,1
882,6469-6997,N0-SB,N0,SB,34,65,FIX,FIX,0,1
883,6350-6997,KS-SB,KS,SB,33,34,FIX,FIX,0,1
884,6344-6913,DEL.KO-R9,KO,R9,-1,-1,DEL,DEL,1,1
885,6913-6913,NIV.885,#N/A,#N/A,-1,100,NIV,DEL,0,1
886,6467-6913,DEL.NY-R9,NY,R9,-1,-1,DEL,DEL,1,1
887,6615-6621,DEL.RV-R0,RV,R0,48,49,DEL,DEL,0,1
888,6621-6622,DEL.R0-R1,R0,R1,13,49,DEL,DEL,0,1
889,6293-6294,DEL.I9-JA,I9,JA,40,41,DEL,DEL,0,1
890,6244-6293,DEL.HX-I9,HX,I9,22,40,DEL,DEL,1,1
891,6239-6254,DEL.HS-H7,HS,H7,29,94,DEL,DEL,1,1
892,6239-6240,HS-HT,HS,HT,29,97,FIX,FIX,1,1
893,6239-6257,HS-IA,HS,IA,16,29,FIX,FIX,0,1
894,6245-6257,HY-IA,HY,IA,15,16,FIX,FIX,0,1
895,6252-6257,H5-IA,H5,IA,16,32,FIX,FIX,0,1
896,6526-6533,DEL.PJ-PQ,PJ,PQ,-1,56,DEL,DEL,1,1
897,6526-6527,DEL.PJ-PK,PJ,PK,-1,41,DEL,DEL,1,1
898,6567-6570,QM-QP,QM,QP,71,73,FIX,FIX,0,1
899,6566-6567,QL-QM,QL,QM,73,91,FIX,FIX,0,1
900,6565-6566,QK-QL,QK,QL,4,91,FIX,FIX,0,1
901,6564-6565,QJ-QK,QJ,QK,4,69,FIX,FIX,0,1
902,6564-6571,QJ-QQ,QJ,QQ,69,70,FIX,FIX,0,1
903,6563-6564,DEL.QI-QJ,QI,QJ,-1,69,DEL,DEL,1,1
904,6562-6563,DEL.QH-QI,QH,QI,-1,72,DEL,DEL,1,1
905,6302-6562,JI-QH,JI,QH,61,72,FIX,FIX,0,1
906,6301-6302,JH-JI,JH,JI,60,61,FIX,FIX,0,1
907,6301-6565,JH-QK,JH,QK,4,60,FIX,FIX,0,1
908,6614-6617,RU-RW,RU,RW,46,47,FIX,FIX,0,1
909,6617-6618,DEL.RW-RX,RW,RX,46,51,DEL,DEL,0,1
910,6544-6618,P1-RX,P1,RX,45,51,FIX,FIX,0,1
911,6306-6566,DEL.JM-QL,JM,QL,5,91,DEL,DEL,0,1
912,6307-6314,JN-JU,JN,JU,21,28,FIX,FIX,1,1
913,6218-6219,DEL.G8-G9,G8,G9,10,95,DEL,DEL,1,1
914,6215-6218,G5-G8,G5,G8,10,70,FIX,FIX,1,1
915,6214-6215,G4-G5,G4,G5,8,70,FIX,FIX,1,1
916,6212-6214,G2-G4,G2,G4,8,67,FIX,FIX,0,1
917,6218-6233,DEL.G8-HN,G8,HN,1,10,DEL,DEL,0,1
918,6223-6233,HD-HN,HD,HN,1,11,FIX,FIX,0,1
919,6223-6224,HD-HE,HD,HE,2,11,FIX,FIX,1,1
920,6224-6225,DEL.HE-HF,HE,HF,-1,2,DEL,DEL,1,1
921,6225-6227,DEL.HF-HH,HF,HH,-1,-1,DEL,DEL,1,1
922,5966-6227,DEL.HH-AH,HH,AH,-1,16,DEL,DEL,1,1
923,5966-5967,AH-AI,AH,AI,16,17,FIX,FIX,0,1
924,5967-6228,HI-AI,HI,AI,17,84,FIX,FIX,1,1
925,6228-6230,HI-HK,HI,HK,50,84,FIX,FIX,1,1
926,6230-6231,HK-HL,HK,HL,21,50,FIX,FIX,0,1
927,6228-6229,HI-HJ,HI,HJ,19,84,FIX,FIX,1,1
928,6227-6229,DEL.HH-HJ,HH,HJ,-1,19,DEL,DEL,1,1
929,6223-6230,HD-HK,HD,HK,11,50,FIX,FIX,0,1
930,6224-6229,HE-HJ,HE,HJ,2,19,FIX,FIX,1,1
931,6216-6224,G6-HE,G6,HE,2,12,FIX,FIX,1,1
932,6215-6216,G5-G6,G5,G6,12,70,FIX,FIX,1,1
933,6213-6214,G3-G4,G3,G4,7,8,FIX,FIX,0,1
934,6153-6213,DEL.FF-G3,FF,G3,6,7,DEL,DEL,0,1
935,6124-6153,EO-FF,EO,FF,6,86,FIX,FIX,1,1
936, ,EM-EO,EM,EO,68,86,NEW,FIX,1,1
937,6153-6154,DEL.FF-FG,FF,FG,6,66,DEL,DEL,0,1
938,6154-6204,DEL.FG-GU,FG,GU,66,82,DEL,DEL,0,1
939,6125-6154,DEL.EP-FG,EP,FG,65,66,DEL,DEL,0,1
940,6119-6125,DEL.EK-EP,EK,EP,1,65,DEL,DEL,0,1
941,6119-6234,EK-HO,EK,HO,1,10,FIX,FIX,0,1
942,6234-6234,NIV.942,#N/A,#N/A,-1,100,NIV,DEL,0,1
943,6234-6236,HO-HP,HO,HP,10,12,FIX,FIX,0,1
944,6601-6620,RI-RZ,RI,RZ,50,92,FIX,FIX,1,1
945,6620-6620,NIV.945,#N/A,#N/A,-1,100,NIV,DEL,0,1
946,6618-6618,NIV.946,#N/A,#N/A,-1,100,NIV,DEL,0,1
947,6618-6619,RX-RY,RX,RY,51,52,FIX,FIX,0,1
948,6601-6619,DEL.RI-RY,RI,RY,52,92,DEL,DEL,1,1
949,-,NIV.949,#N/A,#N/A,-1,100,NIV,DEL,0,1
950,-,NIV.950,#N/A,#N/A,-1,100,NIV,DEL,0,1
951,6619-6619,NIV.951,#N/A,#N/A,-1,100,NIV,DEL,0,1
952,6621-6621,NIV.952,#N/A,#N/A,-1,100,NIV,DEL,0,1
953,6300-6301,JG-JH,JG,JH,59,60,FIX,FIX,0,1
954,6556-6561,DEL.QB-QG,QB,QG,77,83,DEL,DEL,0,1
955,6629-6629,NIV.955,#N/A,#N/A,-1,100,NIV,DEL,0,1
956,6264-6265,DEL.IG-IH,IG,IH,23,47,DEL,DEL,0,1
957,6264-6312,DEL.IG-JS,IG,JS,47,51,DEL,DEL,0,1
958,6238-6246,HR-HZ,HR,HZ,14,72,FIX,FIX,0,1
959,6156-6238,FI-HR,FI,HR,4,14,FIX,FIX,0,1
960, ,FI-UC,FI,UC,4,75,NEW,FIX,1,1
961,6121-6248,DEL.EM-H1,EM,H1,19,68,DEL,DEL,0,1
962,6222-6248,HC-H1,HC,H1,19,20,FIX,FIX,0,1
963,6221-6222,HB-HC,HB,HC,20,90,FIX,FIX,1,1
964,6155-6156,FH-FI,FH,FI,4,83,FIX,FIX,1,1
965,6120-6155,DEL.EL-FH,EL,FH,-1,83,DEL,DEL,1,1
966,6120-6121,DEL.EL-EM,EL,EM,-1,68,DEL,DEL,1,1
967,6238-6239,HR-HS,HR,HS,14,29,FIX,FIX,0,1
968,6461-6462,NS-NT,NS,NT,41,98,FIX,FIX,1,1
969,6310-6311,JQ-JR,JQ,JR,24,34,FIX,FIX,1,1
970,6263-6264,DEL.IF-IG,IF,IG,47,48,DEL,DEL,0,1
971,6545-6617,P2-RW,P2,RW,44,46,FIX,FIX,0,1
972,6492-6492,NIV.972,#N/A,#N/A,-1,100,NIV,DEL,0,1
973,6280-6287,DEL.IW-I3,IW,I3,7,78,DEL,DEL,1,1
974,6299-6309,JF-JP,JF,JP,30,55,FIX,FIX,1,1
975,6119-6120,DEL.EK-EL,EK,EL,-1,1,DEL,DEL,1,1
976,6216-6217,G6-G7,G6,G7,12,81,FIX,FIX,0,1
977,6608-6609,DEL.RO-RP,RO,RP,3,4,DEL,DEL,0,1
978,6282-6283,IY-IZ,IY,IZ,14,57,FIX,FIX,0,1
979,6277-6278,DEL.IT-IU,IT,IU,36,37,DEL,DEL,0,1
980,6276-6277,IS-IT,IS,IT,36,39,FIX,FIX,0,1
981,6275-6276,IR-IS,IR,IS,5,39,FIX,FIX,0,1
982,6271-6275,IN-IR,IN,IR,4,5,FIX,FIX,0,1
983,6277-6277,NIV.983,#N/A,#N/A,-1,100,NIV,DEL,0,1
984,6602-6603,DEL.RJ-RK,RJ,RK,6,10,DEL,DEL,0,1
985,6603-6996,RK-SA,RK,SA,6,57,FIX,FIX,1,1
986,6599-6603,DEL.RG-RK,RG,RK,6,7,DEL,DEL,0,1
987,6549-6550,DEL.P4-P5,P4,P5,9,64,DEL,DEL,1,1
988,6550-6551,P5-P6,P5,P6,64,84,FIX,FIX,1,1
989,6551-6562,DEL.P6-QH,P6,QH,72,84,DEL,DEL,1,1
990,6010-6011,DEL.BK-BL,BK,BL,26,29,DEL,DEL,0,1
991,6376-6377,LH-LI,LH,LI,29,36,FIX,FIX,0,1
992,6376-6493,LH-OO,LH,OO,36,84,FIX,FIX,1,1
993,6493-6526,DEL.OO-PJ,OO,PJ,-1,84,DEL,DEL,1,1
994,6155-6234,FH-HO,FH,HO,10,83,FIX,FIX,1,1
995,6551-6552,P6-P7,P6,P7,2,84,FIX,FIX,1,1
996,6552-6574,P7-QT,P7,QT,2,66,FIX,FIX,0,1
997,6293-6305,DEL.I9-JL,I9,JL,40,54,DEL,DEL,0,1
998,6324-6325,J4-J5,J4,J5,9,15,FIX,FIX,1,1
999,6490-6495,OL-OQ,OL,OQ,22,62,FIX,FIX,1,1
1000,6494-6495,OP-OQ,OP,OQ,22,27,FIX,FIX,0,1
1001,6494-6496,OP-OR,OP,OR,27,28,FIX,FIX,0,1
1002,6592-6593,DEL.RA-RB,RA,RB,-1,94,DEL,DEL,1,1
1003,6591-6592,Q9-RA,Q9,RA,82,94,FIX,FIX,0,1
1004,6592-6610,DEL.RA-RQ,RA,RQ,12,94,DEL,DEL,0,1
1005,6567-6568,QM-QN,QM,QN,73,74,FIX,FIX,0,1
1006,6237-6238,HQ-HR,HQ,HR,13,14,FIX,FIX,0,1
1007,6302-6303,JI-JJ,JI,JJ,61,62,FIX,FIX,0,1
1008,6303-6550,JJ-P5,JJ,P5,62,64,FIX,FIX,1,1
1009,6303-6304,JJ-JK,JJ,JK,62,77,FIX,FIX,0,1
1010,6232-6233,HM-HN,HM,HN,1,54,FIX,FIX,0,1
1011,6555-6559,DEL.QA-QE,QA,QE,79,86,DEL,DEL,0,1
1012,6558-6559,QD-QE,QD,QE,85,86,FIX,FIX,0,1
1013,6225-6226,DEL.HF-HG,HF,HG,-1,80,DEL,DEL,1,1
1014,6226-6226,NIV.1014,#N/A,#N/A,-1,100,NIV,DEL,0,1
1015,6153-6222,FF-HC,FF,HC,6,20,FIX,FIX,0,1
1016,6266-6267,DEL.II-IJ,II,IJ,46,93,DEL,DEL,1,1
1017,6288-6289,I4-I5,I4,I5,25,53,FIX,FIX,0,1
1018,6269-6276,IL-IS,IL,IS,38,39,FIX,FIX,0,1
1019,6105-6458,D6-NP,D6,NP,35,86,FIX,FIX,1,1
1020,6322-6323,DEL.J2-J3,J2,J3,45,92,DEL,DEL,1,1
1021,6563-6572,DEL.QI-QR,QI,QR,-1,68,DEL,DEL,1,1
1022,6589-6589,NIV.1022,#N/A,#N/A,-1,100,NIV,DEL,0,1
1023,6559-6589,DEL.QE-Q7,QE,Q7,-1,86,DEL,DEL,1,1
1024,6573-6589,DEL.QS-Q7,QS,Q7,-1,67,DEL,DEL,1,1
1025,-,NIV.1025,#N/A,#N/A,-1,100,NIV,DEL,0,1
1026,6197-6343,DEL.GN-KN,GN,KN,29,30,DEL,DEL,0,1
1027,6189-6197,DEL.GF-GN,GF,GN,29,80,DEL,DEL,1,1
1028,6196-6197,DEL.GM-GN,GM,GN,28,29,DEL,DEL,0,1
1029,6552-6553,P7-P8,P7,P8,2,65,FIX,FIX,0,1
1030,6247-6248,NIV.1030,#N/A,#N/A,-1,100,NIV,DEL,0,1
1031,6493-6494,DEL.OO-OP,OO,OP,27,84,DEL,DEL,1,1
1032,6124-6125,DEL.EO-EP,EO,EP,65,86,DEL,DEL,1,1
1033,6346-6346,NIV.1033,#N/A,#N/A,-1,100,NIV,DEL,0,1
1034,6259-6275,DEL.IB-IR,IB,IR,5,88,DEL,DEL,1,1
1035,6612-6612,NIV.1035,#N/A,#N/A,-1,100,NIV,DEL,0,1
1036,6290-6291,I6-I7,I6,I7,22,52,FIX,FIX,0,1
1037,6296-6298,DEL.JC-JE,JC,JE,53,76,DEL,DEL,0,1
1038,6143-6143,NIV.1038,#N/A,#N/A,-1,100,NIV,DEL,0,1
1039,6143-6159,E6-FL,E6,FL,17,86,FIX,FIX,1,1
1040,6159-7168,FL-SV,FL,SV,79,86,FIX,FIX,0,1
1041,7167-7168,SU-SV,SU,SV,11,79,FIX,FIX,0,1
1042,7165-7167,SS-SU,SS,SU,9,11,FIX,FIX,0,1
1043,7165-7165,NIV.1043,#N/A,#N/A,-1,100,NIV,DEL,0,1
1044,6144-6144,NIV.1044,#N/A,#N/A,-1,100,NIV,DEL,0,1
1045,6144-6145,E7-E8,E7,E8,77,78,FIX,FIX,0,1
1046,6145-6147,E8-E9,E8,E9,2,78,FIX,FIX,0,1
1047,6147-7163,E9-SQ,E9,SQ,2,8,FIX,FIX,0,1
1048,7164-7164,NIV.1048,#N/A,#N/A,-1,100,NIV,DEL,0,1
1049,6159-6159,NIV.1049,#N/A,#N/A,-1,100,NIV,DEL,0,1
1050,6480-6480,NIV.1050,#N/A,#N/A,-1,100,NIV,DEL,0,1
1051,6480-6480,NIV.1051,#N/A,#N/A,-1,100,NIV,DEL,0,1
1052,7192-7192,NIV.1052,#N/A,#N/A,-1,100,NIV,DEL,0,1
1053,7192-7196,TJ-TN,TJ,TN,34,35,FIX,FIX,0,1
1054,6478-7196,N9-TN,N9,TN,6,35,FIX,FIX,0,1
1055,6478-6481,N9-OC,N9,OC,6,13,FIX,FIX,0,1
1056,6480-6481,OB-OC,OB,OC,13,18,FIX,FIX,0,1
1057,6367-6367,NIV.1057,#N/A,#N/A,-1,100,NIV,DEL,0,1
1058,6366-6367,DEL.K8-K9,K8,K9,-1,57,DEL,DEL,1,1
1059,6338-6366,KI-K8,KI,K8,50,57,FIX,FIX,1,1
1060,6336-6337,KG-KH,KG,KH,49,69,FIX,FIX,1,1
1061,6337-7175,KH-S2,KH,S2,10,49,FIX,FIX,0,1
1062,7175-7176,S2-S3,S2,S3,8,10,FIX,FIX,0,1
1063,7176-7176,NIV.1063,#N/A,#N/A,-1,100,NIV,DEL,0,1
1064,7197-7197,NIV.1064,#N/A,#N/A,-1,100,NIV,DEL,0,1
1065,7197-7201,TO-TS,TO,TS,4,38,FIX,FIX,0,1
1066,7201-7201,NIV.1066,#N/A,#N/A,-1,100,NIV,DEL,0,1
1067,6163-6163,NIV.1067,#N/A,#N/A,-1,100,NIV,DEL,0,1
1068,6163-6163,NIV.1068,#N/A,#N/A,-1,100,NIV,DEL,0,1
1069,6181-6181,NIV.1069,#N/A,#N/A,-1,100,NIV,DEL,0,1
1070,6181-6182,F7-F8,F7,F8,92,97,FIX,FIX,0,1
1071,6182-6183,F8-F9,F8,F9,55,92,FIX,FIX,1,1
1072,6183-6211,F9-G1,F9,G1,39,55,FIX,FIX,1,1
1073,6211-6211,NIV.1073,#N/A,#N/A,-1,100,NIV,DEL,0,1
1074,-,NIV.1074,#N/A,#N/A,-1,100,NIV,DEL,0,1
1075,7178-7178,NIV.1075,#N/A,#N/A,-1,100,NIV,DEL,0,1
1076,7178-7179,S5-S6,S5,S6,16,81,FIX,FIX,0,1
1077,7175-7179,S2-S6,S2,S6,10,16,FIX,FIX,0,1
1078,7177-7177,NIV.1078,#N/A,#N/A,-1,100,NIV,DEL,0,1
1079,7174-7177,S1-S4,S1,S4,2,4,FIX,FIX,0,1
1080,6211-7174,G1-S1,G1,S1,2,39,FIX,FIX,0,1
1081,7180-7180,NIV.1081,#N/A,#N/A,-1,100,NIV,DEL,0,1
1082,7180-7189,S7-TG,S7,TG,86,88,FIX,FIX,0,1
1083,7189-7210,TG-TY,TG,TY,86,94,FIX,FIX,0,1
1084,6411-7210,MF-TY,MF,TY,5,94,FIX,FIX,0,1
1085,6409-6411,MD-MF,MD,MF,5,87,FIX,FIX,0,1
1086,7184-7184,NIV.1086,#N/A,#N/A,-1,100,NIV,DEL,0,1
1087,7184-7185,TB-TC,TB,TC,97,98,FIX,FIX,0,1
1088,6416-7185,MJ-TC,MJ,TC,88,98,FIX,FIX,0,1
1089,7186-7186,NIV.1089,#N/A,#N/A,-1,100,NIV,DEL,0,1
1090,7182-7186,S9-TD,S9,TD,96,99,FIX,FIX,0,1
1091,7182-7183,S9-TA,S9,TA,93,96,FIX,FIX,0,1
1092,7183-7187,TA-TE,TA,TE,90,93,FIX,FIX,0,1
1093,7184-7187,DEL.TB-TE,TB,TE,90,97,DEL,DEL,0,1
1094,7188-7191,TF-TI,TF,TI,82,84,FIX,FIX,0,1
1095,7190-7191,TH-TI,TH,TI,84,85,FIX,FIX,0,1
1096,7187-7190,TE-TH,TE,TH,85,90,FIX,FIX,0,1
1097,7188-7189,TF-TG,TF,TG,82,86,FIX,FIX,0,1
1098,6484-6484,NIV.1098,#N/A,#N/A,-1,100,NIV,DEL,0,1
1099,7202-7203,TT-TU,TT,TU,5,6,FIX,FIX,0,1
1100,7203-7204,TU-TV,TU,TV,3,5,FIX,FIX,0,1
1101,7204-7205,TV-TW,TV,TW,2,3,FIX,FIX,0,1
1102,6489-7205,DEL.OK-TW,OK,TW,2,17,DEL,DEL,0,1
1103,6486-6489,DEL.OH-OK,OH,OK,17,19,DEL,DEL,0,1
1104,6486-6486,NIV.1104,#N/A,#N/A,-1,100,NIV,DEL,0,1
1105,7165-7166,SS-ST,SS,ST,9,10,FIX,FIX,0,1
1106,6164-6164,NIV.1106,#N/A,#N/A,-1,100,NIV,DEL,0,1
1107,6164-6164,NIV.1107,#N/A,#N/A,-1,100,NIV,DEL,0,1
1108,7170-7171,SX-SY,SX,SY,90,98,FIX,FIX,0,1
1109,7168-7169,SV-SW,SV,SW,79,93,FIX,FIX,0,1
1110,6368-6411,DEL.LA-MF,LA,MF,-1,5,DEL,DEL,1,1
1111,7211-7211,NIV.1111,#N/A,#N/A,-1,100,NIV,DEL,0,1
1112,7211-7211,NIV.1112,#N/A,#N/A,-1,100,NIV,DEL,0,1
1113,6486-6486,NIV.1113,#N/A,#N/A,-1,100,NIV,DEL,0,1
1114,7172-7173,SZ-S0,SZ,S0,1,99,FIX,FIX,0,1
1115,6182-7172,F8-SZ,F8,SZ,92,99,FIX,FIX,0,1
1116,-,NIV.1116,#N/A,#N/A,-1,100,NIV,DEL,0,1
1117,6148-7164,FA-SR,FA,SR,1,4,FIX,FIX,0,1
1118,6147-6148,E9-FA,E9,FA,1,2,FIX,FIX,0,1
1119,6158-6158,NIV.1119,#N/A,#N/A,-1,100,NIV,DEL,0,1
1120,7178-7181,S5-S8,S5,S8,81,83,FIX,FIX,0,1
1121,7180-7181,S7-S8,S7,S8,83,88,FIX,FIX,0,1
1122,7186-7195,TD-TM,TD,TM,31,99,FIX,FIX,0,1
1123,7194-7195,TL-TM,TL,TM,31,33,FIX,FIX,0,1
1124,7192-7193,TJ-TK,TJ,TK,32,34,FIX,FIX,0,1
1125,7196-7199,TN-TQ,TN,TQ,35,37,FIX,FIX,0,1
1126,7199-7200,TQ-TR,TQ,TR,37,45,FIX,FIX,0,1
1127,7198-7200,TP-TR,TP,TR,42,45,FIX,FIX,0,1
1128,7197-7198,TO-TP,TO,TP,38,42,FIX,FIX,0,1
1129,6148-6150,FA-FC,FA,FC,1,66,FIX,FIX,0,1
1130,6149-6150,FB-FC,FB,FC,65,66,FIX,FIX,0,1
1131,6096-6149,DY-FB,DY,FB,15,65,FIX,FIX,1,1
1132,6063-6096,DY-C1,DY,C1,15,82,FIX,FIX,1,1
1133,6063-6066,DEL.C4-C1,C4,C1,40,82,DEL,DEL,1,1
1134,6066-6067,C4-C5,C4,C5,40,54,FIX,FIX,1,1
1135,6067-7162,C5-SP,C5,SP,54,94,FIX,FIX,0,1
1136,7161-7162,SO-SP,SO,SP,94,99,FIX,FIX,0,1
1137,7160-7161,SN-SO,SN,SO,70,99,FIX,FIX,0,1
1138,7159-7160,SM-SN,SM,SN,5,70,FIX,FIX,0,1
1139,6149-7157,FB-SK,FB,SK,3,65,FIX,FIX,0,1
1140,7156-7162,SJ-SP,SJ,SP,94,98,FIX,FIX,0,1
1141,5998-7156,DEL.BA-SJ,BA,SJ,53,98,DEL,DEL,0,1
1142,5998-5999,BA-BB,BA,BB,50,53,FIX,FIX,0,1
1143,5999-6002,BB-BD,BB,BD,50,59,FIX,FIX,1,1
1144,5994-6002,A6-BD,A6,BD,49,59,FIX,FIX,1,1
1145,5994-6001,A6-BC,A6,BC,45,49,FIX,FIX,1,1
1146,6001-7152,DEL.BC-SF,BC,SF,29,45,DEL,DEL,0,1
1147,7152-7153,SF-SG,SF,SG,29,30,FIX,FIX,0,1
1148,5999-7153,BB-SG,BB,SG,30,50,FIX,FIX,0,1
1149,7155-7156,SI-SJ,SI,SJ,96,98,FIX,FIX,0,1
1150,7154-7155,SH-SI,SH,SI,31,96,FIX,FIX,0,1
1151,7153-7154,SG-SH,SG,SH,30,31,FIX,FIX,0,1
1152,7159-7159,NIV.1152,#N/A,#N/A,-1,100,NIV,DEL,0,1
1153,6488-6488,NIV.1153,#N/A,#N/A,-1,100,NIV,DEL,0,1
1154,6487-6488,OI-OJ,OI,OJ,10,11,FIX,FIX,0,1
1155,6487-6487,NIV.1155,#N/A,#N/A,-1,100,NIV,DEL,0,1
1156,6362-6391,DEL.K4-LV,K4,LV,17,77,DEL,DEL,1,1
1157,6440-6446,M7-ND,M7,ND,73,75,FIX,FIX,0,1
1158,6541-6542,DEL.PY-PZ,PY,PZ,60,86,DEL,DEL,1,1
1159,6488-6524,DEL.OJ-PH,OJ,PH,10,59,DEL,DEL,1,1
1160,6379-6387,LJ-LR,LJ,LR,12,25,FIX,FIX,0,1
1161,6385-6385,NIV.1161,#N/A,#N/A,-1,100,NIV,DEL,0,1
1162,6128-6132,DEL.ER-EV,ER,EV,71,83,DEL,DEL,1,1
1163,6129-6129,NIV.1163,#N/A,#N/A,-1,100,NIV,DEL,0,1
1164,6199-6199,NIV.1164,#N/A,#N/A,-1,100,NIV,DEL,0,1
1165,6332-6332,NIV.1165,#N/A,#N/A,-1,100,NIV,DEL,0,1
1166,6123-6190,EN-GG,EN,GG,5,81,FIX,FIX,1,1
1167,-,NIV.1167,#N/A,#N/A,-1,100,NIV,DEL,0,1
1168,6306-6316,JM-JW,JM,JW,5,63,FIX,FIX,0,1
1169,6306-6575,JM-QU,JM,QU,5,8,FIX,FIX,0,1
1170,6610-6611,RQ-RR,RQ,RR,12,17,FIX,FIX,1,1
1171,6249-6249,NIV.1171,#N/A,#N/A,-1,100,NIV,DEL,0,1
1172,6164-7171,DEL.FQ-SY,FQ,SY,62,98,DEL,DEL,1,1
1173,7172-7172,NIV.1173,#N/A,#N/A,-1,100,NIV,DEL,0,1
1174, ,T1-T2,T1,T2,50,76,NEW,FIX,1,1
1175, ,EK-T1,EK,T1,1,50,NEW,FIX,1,1
1176, ,EK-T5,EK,T5,1,39,NEW,FIX,1,1
1177, ,T7-T8,T7,T8,21,34,NEW,FIX,1,1
1178, ,EK-T4,EK,T4,1,84,NEW,FIX,1,1
1179, ,T3-T4,T3,T4,59,84,NEW,FIX,1,1
1180, ,T2-T3,T2,T3,59,76,NEW,FIX,1,1
1181, ,EP-T3,EP,T3,59,65,NEW,FIX,1,1
1182, ,T1-T5,T1,T5,39,50,NEW,FIX,1,1
1183, ,T5-T6,T5,T6,39,71,NEW,FIX,1,1
1184, ,T6-T7,T6,T7,21,71,NEW,FIX,1,1
1185, ,T8-T9,T8,T9,34,36,NEW,FIX,1,1
1186, ,T8-UA,T8,UA,34,85,NEW,FIX,1,1
1187, ,HP-UA,HP,UA,12,85,NEW,FIX,1,1
1188, ,T4-UB,T4,UB,9,84,NEW,FIX,1,1
1189, ,EM-UB,EM,UB,9,68,NEW,FIX,1,1
1190, ,EM-UC,EM,UC,68,75,NEW,FIX,1,1
1191, ,UC-UD,UC,UD,69,75,NEW,FIX,1,1
1192, ,FH-UB,FH,UB,9,83,NEW,FIX,1,1
1193, ,EO-UE,EO,UE,62,86,NEW,FIX,1,1
1194, ,EP-UE,EP,UE,62,65,NEW,FIX,1,1
1195, ,HW-UA,HW,UA,25,85,NEW,FIX,1,1
1196, ,HX-UF,HX,UF,22,56,NEW,FIX,1,1
1197, ,UF-UG,UF,UG,20,56,NEW,FIX,1,1
1198, ,I9-UG,I9,UG,20,40,NEW,FIX,1,1
