XCoord;YCoord;knoopid;NETWERKID;NETWERK;code;STATUS;lon_x;lat_y
375120,05327168;6551589,97624405;6513;68;126;Fietsnetwerk Leiestreek;O6;OUT;3,369761;50,792774
375373,25913086;6551054,26345399;6515;69;126;Fietsnetwerk Leiestreek;O8;OUT;3,372035;50,789723
376257,67810704;6549069,52141565;6516;73;126;Fietsnetwerk Leiestreek;O9;OUT;3,379980;50,778421
375648,43244677;6548676,83488812;6517;74;126;Fietsnetwerk Leiestreek;PA;OUT;3,374507;50,776184
371011,71487294;6548561,12754897;6520;61;126;Fietsnetwerk Leiestreek;PD;OUT;3,332855;50,775525
374932,08868843;6549992,01395871;6518;71;126;Fietsnetwerk Leiestreek;PB;OUT;3,368072;50,783674
371183,70122543;6548666,35030886;6519;60;126;Fietsnetwerk Leiestreek;PC;OUT;3,334400;50,776124
381434,56309769;6555785,06767248;6521;96;126;Fietsnetwerk Leiestreek;PE;OUT;3,426485;50,816654
381478,63775125;6555745,62032705;6522;97;126;Fietsnetwerk Leiestreek;PF;OUT;3,426881;50,816429
382051,89332639;6554504,27829129;6523;98;126;Fietsnetwerk Leiestreek;PG;OUT;3,432031;50,809364
385756,33610291;6548042,05079191;6487;11;126;Fietsnetwerk Leiestreek;OI;OUT;3,465308;50,772568
386148,04127117;6548653,41230566;6488;10;126;Fietsnetwerk Leiestreek;OJ;OUT;3,468827;50,776051
384616,57743427;6546128,07607780;6524;12;126;Fietsnetwerk Leiestreek;PH;OUT;3,455070;50,761664
383456,47694638;6547544,36003195;6525;9;126;Fietsnetwerk Leiestreek;PI;OUT;3,444648;50,769733
332555,06563941;6565140,04062970;6526;31;127;Fietsnetwerk Westhoek;PJ;TODO;2,987393;50,869861
382316,99492198;6548107,93475436;6529;99;126;Fietsnetwerk Leiestreek;PM;OUT;3,434412;50,772944
329226,16180774;6557785,11421166;6531;42;127;Fietsnetwerk Westhoek;PO;TODO;2,957489;50,828034
327094,32903919;6559869,11819954;6532;55;127;Fietsnetwerk Westhoek;PP;TODO;2,938338;50,839890
326398,56904010;6562157,26070416;6533;56;127;Fietsnetwerk Westhoek;PQ;TODO;2,932088;50,852903
376645,20483666;6549600,42191252;6534;72;126;Fietsnetwerk Leiestreek;PR;OUT;3,383461;50,781444
375890,17382328;6550487,95417272;6535;70;126;Fietsnetwerk Leiestreek;PS;OUT;3,376679;50,786499
373256,30913299;6541823,66920570;6536;76;126;Fietsnetwerk Leiestreek;PT;OUT;3,353018;50,737133
375585,42953545;6543540,84545788;6537;75;126;Fietsnetwerk Leiestreek;PU;OUT;3,373941;50,746921
377938,56299356;6546935,26716006;6538;84;126;Fietsnetwerk Leiestreek;PV;OUT;3,395080;50,766263
380671,05849519;6547285,48037644;6539;1;126;Fietsnetwerk Leiestreek;PW;OUT;3,419626;50,768258
382022,50069534;6544153,75537666;6540;2;126;Fietsnetwerk Leiestreek;PX;OUT;3,431767;50,750414
379756,57093268;6543849,01783427;6541;86;126;Fietsnetwerk Leiestreek;PY;OUT;3,411411;50,748677
373674,28519633;6538387,88796719;6542;77;126;Fietsnetwerk Leiestreek;PZ;OUT;3,356773;50,717543
378612,79678002;6545935,37345608;6543;85;126;Fietsnetwerk Leiestreek;P0;OUT;3,401137;50,760566
327256,85235486;6555295,16449670;6545;44;127;Fietsnetwerk Westhoek;P2;TODO;2,939798;50,813866
298611,83314890;6570404,81896865;6552;2;127;Fietsnetwerk Westhoek;P7;TODO;2,682476;50,899778
297973,82377922;6571536,62193862;6551;70;127;Fietsnetwerk Westhoek;P6;TODO;2,676744;50,906207
297992,75472823;6566152,07896830;6555;79;127;Fietsnetwerk Westhoek;QA;TODO;2,676914;50,875613
295252,98359492;6564926,01574196;6554;78;127;Fietsnetwerk Westhoek;P9;TODO;2,652303;50,868644
294254,55198883;6568143,48778752;6553;65;127;Fietsnetwerk Westhoek;P8;TODO;2,643334;50,886930
292268,53267771;6573677,94245315;6549;69;127;Fietsnetwerk Westhoek;P4;TODO;2,625493;50,918368
295621,48077452;6576890,56744113;6550;71;127;Fietsnetwerk Westhoek;P5;TODO;2,655613;50,936607
291881,93413349;6567136,14241800;6548;1;127;Fietsnetwerk Westhoek;P3;TODO;2,622020;50,881206
291742,12161927;6563701,08910093;6560;76;127;Fietsnetwerk Westhoek;QF;TODO;2,620764;50,861681
291724,97180260;6563188,10369115;6561;77;127;Fietsnetwerk Westhoek;QG;TODO;2,620610;50,858764
296159,63324655;6559162,12903165;6556;83;127;Fietsnetwerk Westhoek;QB;TODO;2,660447;50,835868
296736,53766943;6559381,88280072;6557;84;127;Fietsnetwerk Westhoek;QC;TODO;2,665630;50,837118
296866,24691232;6559441,34024752;6558;85;127;Fietsnetwerk Westhoek;QD;TODO;2,666795;50,837456
297362,43759457;6559979,51125209;6559;86;127;Fietsnetwerk Westhoek;QE;TODO;2,671252;50,840517
303120,89632326;6574251,76295162;6563;3;127;Fietsnetwerk Westhoek;QI;TODO;2,722981;50,921626
303981,29892918;6575126,71464135;6564;69;127;Fietsnetwerk Westhoek;QJ;TODO;2,730710;50,926594
305848,71601685;6577037,25140664;6565;4;127;Fietsnetwerk Westhoek;QK;TODO;2,747486;50,937439
309864,22691478;6576280,67266042;6566;91;127;Fietsnetwerk Westhoek;QL;TODO;2,783558;50,933145
310358,22134069;6575003,70821158;6567;73;127;Fietsnetwerk Westhoek;QM;TODO;2,787995;50,925895
313925,33182031;6573625,93149736;6568;74;127;Fietsnetwerk Westhoek;QN;TODO;2,820039;50,918073
309676,69060643;6568315,20992482;6569;80;127;Fietsnetwerk Westhoek;QO;TODO;2,781873;50,887906
306410,85600010;6573706,66582706;6570;71;127;Fietsnetwerk Westhoek;QP;TODO;2,752536;50,918531
305514,63002099;6573104,38795394;6571;70;127;Fietsnetwerk Westhoek;QQ;TODO;2,744485;50,915111
301846,14020764;6569243,09544365;6572;68;127;Fietsnetwerk Westhoek;QR;TODO;2,711530;50,893178
301593,93683241;6568966,94601322;6573;67;127;Fietsnetwerk Westhoek;QS;TODO;2,709264;50,891609
300606,60126626;6568194,89154662;6574;66;127;Fietsnetwerk Westhoek;QT;TODO;2,700395;50,887222
302433,37760002;6575305,29760119;6562;72;127;Fietsnetwerk Westhoek;QH;TODO;2,716805;50,927608
316590,98296535;6573953,64589321;6575;8;127;Fietsnetwerk Westhoek;QU;TODO;2,843985;50,919933
317220,11409173;6572243,56246510;6576;75;127;Fietsnetwerk Westhoek;QV;TODO;2,849637;50,910222
323700,65240621;6577347,27360632;6577;20;127;Fietsnetwerk Westhoek;QW;TODO;2,907852;50,939199
322552,99509792;6571580,44555304;6578;23;127;Fietsnetwerk Westhoek;QX;TODO;2,897543;50,906456
319921,67331960;6570070,98446047;6579;64;127;Fietsnetwerk Westhoek;QY;TODO;2,873905;50,897882
318971,50762373;6569417,30741663;6580;24;127;Fietsnetwerk Westhoek;QZ;TODO;2,865370;50,894168
318659,47937823;6569736,71016927;6581;25;127;Fietsnetwerk Westhoek;Q0;TODO;2,862567;50,895983
313210,54863593;6566597,76985548;6582;81;127;Fietsnetwerk Westhoek;Q1;TODO;2,813618;50,878146
314977,36450839;6572735,22476809;6583;52;127;Fietsnetwerk Westhoek;Q2;TODO;2,829490;50,913014
303914,48842816;6555261,83132822;6584;11;127;Fietsnetwerk Westhoek;Q3;TODO;2,730110;50,813676
303334,94143088;6562513,43452284;6589;92;127;Fietsnetwerk Westhoek;Q7;TODO;2,724904;50,854928
310209,68710607;6567298,11832899;6590;90;127;Fietsnetwerk Westhoek;Q8;TODO;2,786661;50,882127
311655,38283996;6565442,90130360;6591;82;127;Fietsnetwerk Westhoek;Q9;TODO;2,799648;50,871582
300238,22707895;6555286,65394084;6586;87;127;Fietsnetwerk Westhoek;Q4;TODO;2,697086;50,813817
302059,39365275;6559594,50090638;6587;88;127;Fietsnetwerk Westhoek;Q5;TODO;2,713446;50,838327
303986,42970198;6558976,76321972;6588;89;127;Fietsnetwerk Westhoek;Q6;TODO;2,730757;50,834813
313576,33356598;6561277,38512588;6592;94;127;Fietsnetwerk Westhoek;RA;TODO;2,816904;50,847899
308325,11813674;6561008,56033457;6593;93;127;Fietsnetwerk Westhoek;RB;TODO;2,769732;50,846370
308792,66040702;6559824,15006591;6594;95;127;Fietsnetwerk Westhoek;RC;TODO;2,773932;50,839634
307664,35742211;6555804,61270656;6595;96;127;Fietsnetwerk Westhoek;RD;TODO;2,763796;50,816765
314680,58752928;6550060,56269566;6597;1;127;Fietsnetwerk Westhoek;RE;TODO;2,826824;50,784065
314565,87001565;6549913,11598226;6598;2;127;Fietsnetwerk Westhoek;RF;TODO;2,825793;50,783225
313714,64052962;6548788,74845749;6599;7;127;Fietsnetwerk Westhoek;RG;TODO;2,818147;50,776821
314858,51133501;6548609,35925140;6600;8;127;Fietsnetwerk Westhoek;RH;TODO;2,828422;50,775800
319295,91414987;6548034,53903258;6601;9;127;Fietsnetwerk Westhoek;RI;TODO;2,868284;50,772525
314505,60055700;6543385,14518065;6602;10;127;Fietsnetwerk Westhoek;RJ;TODO;2,825252;50,746034
310786,57367485;6547653,53304727;6603;6;127;Fietsnetwerk Westhoek;RK;TODO;2,791843;50,770355
308678,60499651;6549692,83025979;6605;99;127;Fietsnetwerk Westhoek;RL;TODO;2,772907;50,781971
305738,71516656;6552357,36067372;6606;98;127;Fietsnetwerk Westhoek;RM;TODO;2,746498;50,797143
308306,43067110;6554676,25421581;6607;97;127;Fietsnetwerk Westhoek;RN;TODO;2,769564;50,810343
313726,19242752;6552218,24480515;6609;3;127;Fietsnetwerk Westhoek;RP;TODO;2,818250;50,796351
311346,31473278;6551405,50563097;6608;4;127;Fietsnetwerk Westhoek;RO;TODO;2,796872;50,791723
317260,32212850;6559838,75024599;6610;12;127;Fietsnetwerk Westhoek;RQ;TODO;2,849998;50,839717
319972,85811072;6561267,28802361;6611;36;127;Fietsnetwerk Westhoek;RR;TODO;2,874365;50,847842
322059,19062007;6560686,35982308;6612;38;127;Fietsnetwerk Westhoek;RS;TODO;2,893107;50,844538
325290,69242358;6559218,73022592;6613;40;127;Fietsnetwerk Westhoek;RT;TODO;2,922136;50,836190
322759,82679697;6556334,92655979;6614;47;127;Fietsnetwerk Westhoek;RU;TODO;2,899401;50,819783
321261,54855312;6557270,97381593;6615;48;127;Fietsnetwerk Westhoek;RV;TODO;2,885942;50,825109
325678,17989570;6552668,53388764;6618;51;127;Fietsnetwerk Westhoek;RX;TODO;2,925617;50,798914
324742,04614264;6554823,74660336;6617;46;127;Fietsnetwerk Westhoek;RW;TODO;2,917207;50,811182
323498,03684934;6547556,03089413;6619;52;127;Fietsnetwerk Westhoek;RY;TODO;2,906032;50,769800
320828,23377205;6550287,51695649;6620;50;127;Fietsnetwerk Westhoek;RZ;TODO;2,882049;50,785357
319822,31251857;6554979,62425087;6621;49;127;Fietsnetwerk Westhoek;R0;TODO;2,873013;50,812070
316787,40953991;6553509,29646418;6622;13;127;Fietsnetwerk Westhoek;R1;TODO;2,845750;50,803701
323047,70056213;6567382,66683403;6624;26;127;Fietsnetwerk Westhoek;R2;TODO;2,901987;50,882607
326288,07702338;6562434,75758299;6625;32;127;Fietsnetwerk Westhoek;R3;TODO;2,931096;50,854481
321784,71307411;6561992,72057290;6626;33;127;Fietsnetwerk Westhoek;R4;TODO;2,890641;50,851967
321820,80168343;6561348,60034425;6627;39;127;Fietsnetwerk Westhoek;R5;TODO;2,890965;50,848304
321509,21411022;6561901,98552355;6628;30;127;Fietsnetwerk Westhoek;R6;TODO;2,888166;50,851451
321767,75181257;6562644,51773430;6629;34;127;Fietsnetwerk Westhoek;R7;TODO;2,890489;50,855673
320852,88207629;6563446,95074188;6630;35;127;Fietsnetwerk Westhoek;R8;TODO;2,882270;50,860236
289807,12453100;6601322,34199040;6119;1;127;Fietsnetwerk Westhoek;EK;FIX;2,603382;51,075077
321862,59984630;6590546,18131442;6286;59;127;Fietsnetwerk Westhoek;I2;FIX;2,891341;51,014053
322947,14160409;6591222,55837747;6285;18;127;Fietsnetwerk Westhoek;I1;FIX;2,901084;51,017886
326243,47989137;6595303,35497430;6284;58;127;Fietsnetwerk Westhoek;I0;FIX;2,930695;51,041003
324409,26087616;6596534,08553543;6283;14;127;Fietsnetwerk Westhoek;IZ;FIX;2,914218;51,047972
322446,86917656;6597835,94751601;6282;57;127;Fietsnetwerk Westhoek;IY;FIX;2,896590;51,055343
322986,59466476;6599184,51852865;6281;28;127;Fietsnetwerk Westhoek;IX;FIX;2,901438;51,062978
320525,95996668;6600935,39618922;6280;7;127;Fietsnetwerk Westhoek;IW;FIX;2,879334;51,072888
318811,77252664;6601506,42683024;6279;11;127;Fietsnetwerk Westhoek;IV;FIX;2,863935;51,076119
318037,60770976;6602661,02110438;6278;37;127;Fietsnetwerk Westhoek;IU;FIX;2,856980;51,082653
314549,55588590;6601635,44639125;6277;36;127;Fietsnetwerk Westhoek;IT;FIX;2,825647;51,076849
314174,68060187;6600024,70558467;6276;39;127;Fietsnetwerk Westhoek;IS;FIX;2,822279;51,067733
314731,34494277;6598789,97184893;6275;5;127;Fietsnetwerk Westhoek;IR;FIX;2,827280;51,060744
317888,30627271;6594438,24225327;6274;6;127;Fietsnetwerk Westhoek;IQ;FIX;2,855639;51,036103
318762,47190670;6594275,67818961;6273;69;127;Fietsnetwerk Westhoek;IP;FIX;2,863492;51,035182
318795,79425008;6593959,84105054;6272;1;127;Fietsnetwerk Westhoek;IO;FIX;2,863791;51,033393
313934,00058939;6610778,18562796;6233;1;127;Fietsnetwerk Westhoek;HN;TODO;2,820117;51,128558
310640,81746002;6549179,91936166;6996;5;127;Fietsnetwerk Westhoek;SA;TODO;2,790534;50,779049
344321,16225392;6579878,97914835;6347;79;126;Fietsnetwerk Leiestreek;KP;OUT;3,093090;50,953566
343909,95875899;6595913,34094166;6999;4;125;Fietsnetwerk Brugse Ommeland;SC;OUT;3,089396;51,044457
341673,35402794;6584881,29242548;6343;30;127;Fietsnetwerk Westhoek;KM;FIX;3,069304;50,981941
338549,68535573;6583510,25981146;6344;32;127;Fietsnetwerk Westhoek;KN;FIX;3,041244;50,974166
337956,53212496;6582500,20039418;6350;33;127;Fietsnetwerk Westhoek;KR;FIX;3,035915;50,968437
325306,73910584;6629213,24635530;7087;4;125;Fietsnetwerk Brugse Ommeland;SD;OUT;2,922280;51,232646
326138,20821239;6629865,55601898;7088;8;125;Fietsnetwerk Brugse Ommeland;SE;OUT;2,929749;51,236324
370328,63652030;6650137,18153281;6001;45;219;FNW Zeeuws VL_OVL;BC;OUT;3,326719;51,350499
370359,23482149;6649844,97474533;5994;46;219;FNW Zeeuws VL_OVL;A6;OUT;3,326994;51,348856
373913,88592459;6647612,54313447;6002;51;219;FNW Zeeuws VL_OVL;BD;OUT;3,358926;51,336295
374751,70648752;6647536,57691089;5999;50;219;FNW Zeeuws VL_OVL;BB;OUT;3,366452;51,335868
375052,90512472;6645224,24531936;5998;53;219;FNW Zeeuws VL_OVL;BA;OUT;3,369158;51,322855
377135,69050318;6643361,19478613;7155;96;219;FNW Zeeuws VL_OVL;SI;OUT;3,387868;51,312367
377270,90916044;6648291,60717841;7154;31;219;FNW Zeeuws VL_OVL;SH;OUT;3,389082;51,340116
376537,48872053;6642857,38019276;7156;98;219;FNW Zeeuws VL_OVL;SJ;OUT;3,382494;51,309530
371758,82466256;6632380,55252426;6063;58;219;FNW Zeeuws VL_OVL;C1;OUT;3,339566;51,250505
372248,45674902;6632122,31443914;6096;64;219;FNW Zeeuws VL_OVL;DY;OUT;3,343965;51,249049
378275,42654669;6631003,57528407;6149;65;219;FNW Zeeuws VL_OVL;FB;OUT;3,398106;51,242742
381788,82622465;6636537,94880743;7160;70;219;FNW Zeeuws VL_OVL;SN;OUT;3,429667;51,273936
376228,85295888;6642215,03173172;7162;94;219;FNW Zeeuws VL_OVL;SP;OUT;3,379721;51,305914
377411,87493880;6641955,39193893;7161;99;219;FNW Zeeuws VL_OVL;SO;OUT;3,390349;51,304452
383709,28414243;6629892,53340030;7159;5;219;FNW Zeeuws VL_OVL;SM;OUT;3,446919;51,236476
383689,28908285;6628801,55290100;7158;6;219;FNW Zeeuws VL_OVL;SL;OUT;3,446740;51,230324
383133,77668920;6629503,58972465;7157;3;219;FNW Zeeuws VL_OVL;SK;OUT;3,441749;51,234283
373844,47474356;6641531,09215461;6067;54;219;FNW Zeeuws VL_OVL;C5;OUT;3,358302;51,302063
374019,71920377;6641271,40602202;6066;57;219;FNW Zeeuws VL_OVL;C4;OUT;3,359876;51,300600
374843,47871195;6629221,34868498;6150;66;219;FNW Zeeuws VL_OVL;FC;OUT;3,367276;51,232691
376112,63935900;6627844,23559534;6148;1;219;FNW Zeeuws VL_OVL;FA;OUT;3,378677;51,224924
376576,26186364;6625926,00530660;6147;2;219;FNW Zeeuws VL_OVL;E9;OUT;3,382842;51,214103
383163,00339641;6629339,14840715;7164;4;219;FNW Zeeuws VL_OVL;SR;OUT;3,442012;51,233356
383595,86538789;6626443,00118883;7163;8;219;FNW Zeeuws VL_OVL;SQ;OUT;3,445900;51,217019
374565,87009574;6624337,57101817;6145;78;219;FNW Zeeuws VL_OVL;E8;OUT;3,364782;51,205140
374645,97456535;6622836,81979713;6144;77;219;FNW Zeeuws VL_OVL;E7;OUT;3,365502;51,196670
374156,17661024;6620907,17256668;6143;82;219;FNW Zeeuws VL_OVL;E6;OUT;3,361102;51,185777
381560,76608446;6622952,95828060;7165;9;219;FNW Zeeuws VL_OVL;SS;OUT;3,427619;51,197326
383611,17257706;6625039,85789769;7166;10;219;FNW Zeeuws VL_OVL;ST;OUT;3,446038;51,209103
381759,59329906;6621477,81662370;7167;11;219;FNW Zeeuws VL_OVL;SU;OUT;3,429405;51,188999
381072,41741291;6616999,92154739;7168;79;219;FNW Zeeuws VL_OVL;SV;OUT;3,423232;51,163714
378556,63804292;6617522,34977864;6159;86;219;FNW Zeeuws VL_OVL;FL;OUT;3,400632;51,166664
380371,79773738;6613325,39803938;7169;93;219;FNW Zeeuws VL_OVL;SW;OUT;3,416938;51,142954
380473,31814476;6608608,15602204;7170;90;219;FNW Zeeuws VL_OVL;SX;OUT;3,417850;51,116290
377690,75293967;6608774,04382981;7171;98;219;FNW Zeeuws VL_OVL;SY;OUT;3,392854;51,117228
375615,48810852;6610278,37796785;6164;93;219;FNW Zeeuws VL_OVL;FQ;OUT;3,374211;51,125733
377091,95348696;6613517,29141374;6158;95;219;FNW Zeeuws VL_OVL;FK;OUT;3,387475;51,144039
374967,05863599;6610613,34765292;6163;96;219;FNW Zeeuws VL_OVL;FP;OUT;3,368386;51,127627
372669,78215700;6607532,28039018;6181;97;219;FNW Zeeuws VL_OVL;F7;OUT;3,347750;51,110207
372589,04983257;6606676,40844334;6182;92;219;FNW Zeeuws VL_OVL;F8;OUT;3,347024;51,105367
375342,48531441;6605614,05703650;7172;99;219;FNW Zeeuws VL_OVL;SZ;OUT;3,371759;51,099359
377106,31083909;6600339,90285046;6211;39;219;FNW Zeeuws VL_OVL;G1;OUT;3,387604;51,069517
370841,23185305;6605530,16289273;6183;98;219;FNW Zeeuws VL_OVL;F9;OUT;3,331323;51,098884
380553,51146025;6603212,80016774;7173;1;219;FNW Zeeuws VL_OVL;S0;OUT;3,418570;51,085775
380632,09198433;6602616,72496222;7174;2;219;FNW Zeeuws VL_OVL;S1;OUT;3,419276;51,082402
378436,61478939;6595471,85094654;6210;43;219;FNW Zeeuws VL_OVL;G0;OUT;3,399554;51,041957
380456,60832017;6591446,42124839;6337;49;219;FNW Zeeuws VL_OVL;KH;OUT;3,417700;51,019154
384012,92604749;6595087,23005248;7176;8;219;FNW Zeeuws VL_OVL;S3;OUT;3,449647;51,039779
382882,44806942;6591730,27901988;7175;10;219;FNW Zeeuws VL_OVL;S2;OUT;3,439492;51,020763
382507,31313396;6598840,08979261;7177;4;219;FNW Zeeuws VL_OVL;S4;OUT;3,436122;51,061028
379131,54022882;6584803,41238629;6366;1;219;FNW Zeeuws VL_OVL;K7;OUT;3,405797;50,981500
379910,13693828;6591125,75636073;6336;48;219;FNW Zeeuws VL_OVL;KG;OUT;3,412791;51,017337
385057,26156067;6584917,50648937;7178;81;219;FNW Zeeuws VL_OVL;S5;OUT;3,459028;50,982146
386834,79255570;6589534,11579911;7179;16;219;FNW Zeeuws VL_OVL;S6;OUT;3,474996;51,008318
381637,70880696;6582506,13781961;6367;2;219;FNW Zeeuws VL_OVL;K8;OUT;3,428310;50,968471
385321,55949266;6581880,14037748;7180;88;219;FNW Zeeuws VL_OVL;S7;OUT;3,461402;50,964920
385145,39246341;6583378,91922551;7181;83;219;FNW Zeeuws VL_OVL;S8;OUT;3,459820;50,973421
380583,10680031;6581609,63869189;6368;3;219;FNW Zeeuws VL_OVL;L9;OUT;3,418836;50,963385
383052,05881982;6576335,76382275;6411;5;219;FNW Zeeuws VL_OVL;ME;OUT;3,441015;50,933458
382267,48567658;6574775,74268701;7185;98;219;FNW Zeeuws VL_OVL;TC;OUT;3,433967;50,924601
382749,44076149;6575546,20487820;7184;97;219;FNW Zeeuws VL_OVL;TB;OUT;3,438297;50,928975
384399,46996479;6573421,39245525;7186;99;219;FNW Zeeuws VL_OVL;TD;OUT;3,453119;50,916911
385613,90276110;6575147,62439643;7182;96;219;FNW Zeeuws VL_OVL;S9;OUT;3,464029;50,926713
386646,34674936;6576909,38532626;7183;93;219;FNW Zeeuws VL_OVL;TA;OUT;3,473303;50,936714
385449,66180771;6579967,07733447;7187;90;219;FNW Zeeuws VL_OVL;TE;OUT;3,462553;50,954066
387438,30587282;6582115,39082819;7188;82;219;FNW Zeeuws VL_OVL;TF;OUT;3,480418;50,966254
386381,19896852;6581162,83525599;7189;86;219;FNW Zeeuws VL_OVL;TG;OUT;3,470921;50,960850
382560,58033002;6575803,14303955;6409;87;219;FNW Zeeuws VL_OVL;MC;OUT;3,436600;50,930434
387381,39803654;6581617,83353396;7191;84;219;FNW Zeeuws VL_OVL;TI;OUT;3,479906;50,963432
388056,15178020;6581004,82344643;7190;85;219;FNW Zeeuws VL_OVL;TH;OUT;3,485968;50,959954
381729,19531337;6572209,96888262;6416;88;219;FNW Zeeuws VL_OVL;MI;OUT;3,429132;50,910031
381889,09156921;6571240,67749082;6417;89;219;FNW Zeeuws VL_OVL;MJ;OUT;3,430568;50,904526
384778,12901007;6568023,19154063;6418;4;219;FNW Zeeuws VL_OVL;MK;OUT;3,456521;50,886247
388514,28057519;6567898,70203141;7193;32;219;FNW Zeeuws VL_OVL;TK;OUT;3,490083;50,885539
390080,62367257;6568907,50600747;7194;33;219;FNW Zeeuws VL_OVL;TL;OUT;3,504154;50,891272
387872,93163921;6570477,04722707;7195;31;219;FNW Zeeuws VL_OVL;TM;OUT;3,484322;50,900188
386239,46025556;6562179,89256226;6478;6;219;FNW Zeeuws VL_OVL;N8;OUT;3,469648;50,853031
388744,67018189;6560072,83446241;6481;13;219;FNW Zeeuws VL_OVL;OB;OUT;3,492153;50,841048
389526,23022153;6560062,40797267;6480;18;219;FNW Zeeuws VL_OVL;OA;OUT;3,499174;50,840989
391201,70229365;6558572,34426124;7197;38;219;FNW Zeeuws VL_OVL;TO;OUT;3,514225;50,832513
393764,80905548;6559223,73011616;7198;42;219;FNW Zeeuws VL_OVL;TP;OUT;3,537249;50,836218
390741,66721202;6562559,42004360;7199;37;219;FNW Zeeuws VL_OVL;TQ;OUT;3,510092;50,855189
389168,40595557;6555333,73117133;6484;15;219;FNW Zeeuws VL_OVL;OE;OUT;3,495959;50,814085
391614,68870583;6552481,21362026;6485;16;219;FNW Zeeuws VL_OVL;OF;OUT;3,517935;50,797848
389977,99023822;6551990,95448398;6486;19;219;FNW Zeeuws VL_OVL;OG;OUT;3,503232;50,795057
392523,54682886;6554229,02379882;7201;4;219;FNW Zeeuws VL_OVL;TS;OUT;3,526099;50,807797
392107,14271675;6551629,99093183;7203;5;219;FNW Zeeuws VL_OVL;TU;OUT;3,522358;50,793002
386148,04127117;6548653,41230566;6488;10;219;FNW Zeeuws VL_OVL;OJ;OUT;3,468827;50,776051
386697,50362702;6548185,40383354;7205;2;219;FNW Zeeuws VL_OVL;TW;OUT;3,473763;50,773385
385756,33610291;6548042,05079191;6487;11;219;FNW Zeeuws VL_OVL;OI;OUT;3,465308;50,772568
388449,60380897;6550568,76428110;6489;17;219;FNW Zeeuws VL_OVL;OK;OUT;3,489502;50,786959
390132,19517664;6551723,42777455;7206;1;219;FNW Zeeuws VL_OVL;TX;OUT;3,504617;50,793534
387878,40254945;6547025,60445189;7204;3;219;FNW Zeeuws VL_OVL;TV;OUT;3,484371;50,766778
391471,51387066;6552067,07652061;7202;6;219;FNW Zeeuws VL_OVL;TT;OUT;3,516648;50,795490
394186,80795610;6562477,75795329;7200;45;219;FNW Zeeuws VL_OVL;TR;OUT;3,541040;50,854725
384335,16613430;6578073,87562057;7211;95;219;FNW Zeeuws VL_OVL;TZ;OUT;3,452542;50,943323
384208,86865212;6578157,05222358;7210;94;219;FNW Zeeuws VL_OVL;TY;OUT;3,451407;50,943795
318322,23931522;6624763,11175673;7426;52;125;Fietsnetwerk Brugse Ommeland;T0;OUT;2,859537;51,207541
335576,17649626;6600422,46761214;6103;32;127;Fietsnetwerk Westhoek;D4;NEW;3,014532;51,069985
334059,33219568;6602722,89268421;6012;31;127;Fietsnetwerk Westhoek;BM;NEW;3,000906;51,083003
374411,89532913;6583982,56772939;6340;52;125;Fietsnetwerk Brugse Ommeland;KJ;OUT;3,363399;50,976845
374411,89532913;6583982,56772939;6340;52;126;Fietsnetwerk Leiestreek;KJ;OUT;3,363399;50,976845
374884,27460069;6584253,64655935;6339;51;125;Fietsnetwerk Brugse Ommeland;KI;OUT;3,367643;50,978382
374884,27460069;6584253,64655935;6339;51;126;Fietsnetwerk Leiestreek;KI;OUT;3,367643;50,978382
377183,97631604;6584828,05850519;6338;50;125;Fietsnetwerk Brugse Ommeland;KI;OUT;3,388301;50,981639
377183,97631604;6584828,05850519;6338;50;219;FNW Zeeuws VL_OVL;KI;OUT;3,388301;50,981639
377183,97631604;6584828,05850519;6338;50;126;Fietsnetwerk Leiestreek;KI;OUT;3,388301;50,981639
325143,82733533;6612423,99821060;6008;23;127;Fietsnetwerk Westhoek;BI;OUT;2,920817;51,137860
344681,09962327;6587362,91845258;6197;29;127;Fietsnetwerk Westhoek;GN;FIX;3,096323;50,996011
320502,55400262;6618451,00750778;6228;18;125;Fietsnetwerk Brugse Ommeland;HI;OUT;2,879123;51,171909
320502,55400262;6618451,00750778;6228;18;127;Fietsnetwerk Westhoek;HI;TODO;2,879123;51,171909
335315,96631072;6576035,40788833;6469;65;126;Fietsnetwerk Leiestreek;NZ;OUT;3,012195;50,931753
335315,96631072;6576035,40788833;6469;65;127;Fietsnetwerk Westhoek;NZ;TODO;3,012195;50,931753
334430,73360468;6561651,65862396;6527;41;126;Fietsnetwerk Leiestreek;PK;OUT;3,004242;50,850028
334430,73360468;6561651,65862396;6527;41;127;Fietsnetwerk Westhoek;PK;TODO;3,004242;50,850028
328011,92521958;6553694,15092191;6544;45;126;Fietsnetwerk Leiestreek;P1;OUT;2,946581;50,804753
328011,92521958;6553694,15092191;6544;45;127;Fietsnetwerk Westhoek;P1;TODO;2,946581;50,804753
339295,29403395;6557550,82156251;6528;1;126;Fietsnetwerk Leiestreek;PL;OUT;3,047941;50,826701
339295,29403395;6557550,82156251;6528;1;127;Fietsnetwerk Westhoek;PL;TODO;3,047941;50,826701
340539,06384546;6560324,71446060;6429;37;126;Fietsnetwerk Leiestreek;MV;OUT;3,059114;50,842481
340539,06384546;6560324,71446060;6429;37;127;Fietsnetwerk Westhoek;MV;TODO;3,059114;50,842481
