XCoord;YCoord;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
349519,65608475;6635368,17757591;125;6044-6045;FIX;CJ;CI
370604,60109920;6610168,50200731;125;6162-6180;DEL;F6;FO
359153,34870573;6590750,91286156;125;6193-6198;FIX;GJ;GO
362885,54296393;6591166,93603267;125;6198-6200;FIX;GO;GQ
359209,73565657;6615978,03296296;125;6133-6133;NIV;EW;#N/A
358782,24039056;6612128,65378801;125;6132-6133;FIX;EW;EV
351689,34708913;6605509,91482072;125;6115-6116;FIX;EH;EG
330289,56480975;6627771,11592063;125;5969-5976;DEL;AO;AJ
359265,92249738;6627161,62455992;125;6090-6091;FIX;DS;DT
357831,66598175;6627908,06046750;125;6047-6091;DEL;DT;CL
351233,26160471;6624523,54890999;125;6073-6082;DEL;DB;DK
326314,50173785;6627997,76334379;125;-;NIV;#N/A;#N/A
374458,47176150;6592036,71621037;125;6334-6335;DEL;KE;KF
377237,32050121;6590991,02762027;125;6335-6336;DEL;KF;KG
381653,64806106;6591529,84864372;125;6337-6337;NIV;KH;#N/A
379254,94789087;6593488,35660073;125;6210-6337;FIX;KH;G0
376942,86247316;6594828,74494664;125;6209-6210;DEL;G0;GZ
373316,05912910;6596908,25529450;125;6208-6209;DEL;GZ;GY
375490,31342846;6593447,18873663;125;6209-6335;FIX;KF;GZ
357553,38291855;6646893,30831930;125;-;NIV;#N/A;#N/A
327837,91494928;6625446,24362911;125;5963-5964;FIX;AE;AF
331271,49189029;6622906,83778921;125;5962-5963;DEL;AD;AE
331911,56846735;6612831,34648385;125;6006-6007;FIX;BG;BH
333015,64265646;6611688,86498811;125;6007-6013;DEL;BH;BN
337919,33132852;6607730,97367437;125;6013-6109;DEL;BN;EA
344221,62099201;6604853,81527987;125;6109-6110;FIX;EA;EB
342201,66112420;6603271,29741385;125;6108-6109;DEL;D9;EA
341909,50139705;6602994,50572330;125;6108-6108;NIV;#N/A;D9
333058,96567517;6607039,39916843;125;6007-6012;DEL;BH;BM
370681,21535655;6632960,77757601;125;6061-6062;FIX;CZ;C0
362966,52503419;6633744,53206524;125;6056-6057;FIX;CU;CV
350481,83259930;6619657,93595483;125;6074-6075;DEL;DD;DC
357567,21259610;6626822,25613023;125;6085-6091;FIX;DT;DN
368977,63198816;6622804,30949295;125;6141-6142;DEL;E4;E5
323848,60905527;6618937,99182882;125;5961-6228;DEL;AC;HI
325719,78720429;6629566,06229421;125;7087-7088;FIX;SE;SD
349448,28665759;6642872,82812676;125;5982-5986;FIX;AU;AY
372804,29041968;6586146,31622836;125;6333-6340;DEL;KD;KK
356242,08732784;6615060,53492025;125;6078-6133;DEL;DG;EW
372680,10915197;6640145,73909784;125;6066-6068;DEL;C4;C6
336431,98100538;6624414,52461650;125;6024-6029;FIX;BY;B3
344754,91983232;6641905,14349304;125;5978-5987;DEL;AQ;AZ
339675,26145369;6637662,34104780;125;5973-5978;FIX;AQ;AM
334332,33194234;6634063,37473370;125;5973-5974;DEL;AM;AN
333536,50548467;6630124,50773473;125;5974-5977;FIX;AN;AP
367387,01504361;6620042,58026157;125;6135-6136;DEL;EZ;EY
364150,01124845;6605776,98182048;125;6172-6176;FIX;FY;F2
337796,22010952;6635699,21374048;125;5972-5973;FIX;AM;AL
352627,33524530;6586299,72344738;125;6194-6195;FIX;GL;GK
352709,09627408;6616983,15760911;125;6076-6077;FIX;DF;DE
344253,32417034;6639570,02459392;125;5978-5979;DEL;AR;AQ
358525,67835254;6593653,56307668;125;6175-6198;FIX;GO;F1
364087,57222004;6595101,92585111;125;6188-6198;FIX;GO;GE
355369,94392177;6626559,58150317;125;6042-6084;DEL;DM;CG
372514,73213169;6613152,77192484;125;6157-6160;FIX;FM;FJ
368142,63431331;6650040,74560693;125;5992-6001;FIX;BC;A4
338021,77871659;6618749,22949156;125;6020-6021;FIX;BU;BV
327123,37995768;6614271,79077453;125;6005-6008;DEL;BF;BI
350578,88653122;6602048,80380976;125;6117-6118;FIX;EI;EJ
347715,96723065;6600432,12291492;125;6117-6123;FIX;EN;EI
345580,50264468;6594387,59680638;125;6189-6190;FIX;GG;GF
344202,62197832;6595134,07816727;125;6189-6999;FIX;GF;SC
341404,14282240;6593800,02025436;125;6107-6999;DEL;SC;D8
338665,54794979;6593010,27673553;125;-;NIV;#N/A;#N/A
345079,39294076;6599682,86938515;125;6123-6123;NIV;#N/A;EN
343387,94606405;6601265,68541470;125;6108-6108;NIV;#N/A;D9
351478,40101847;6599168,76205041;125;6117-6169;FIX;EI;FV
373621,94407200;6609157,91892686;125;6163-6181;DEL;FP;F7
340885,49280338;6601988,94706674;125;6100-6100;NIV;#N/A;D2
340820,57160355;6601106,54217971;125;6100-6101;FIX;D2;D3
339287,25391815;6597540,92562535;125;6101-6101;NIV;D3;#N/A
342586,97075188;6598558,82037728;125;6101-6999;FIX;D3;SC
344724,54938575;6597789,94249817;125;6999-6999;NIV;SC;#N/A
341480,86623125;6620707,42096767;125;6018-6019;DEL;BT;BS
338912,68934355;6616152,82391137;125;6014-6022;DEL;BO;BW
336723,68988371;6612377,35646317;125;6013-6014;DEL;BN;BO
341015,50692696;6612762,46568808;125;6014-6015;DEL;BO;BP
379679,09834248;6587655,62082874;125;6336-6338;DEL;KG;KI
378073,37448220;6584738,20594603;125;6338-6338;NIV;KI;#N/A
357211,43821536;6620011,82239509;125;6080-6087;DEL;DI;DP
353324,44465572;6605227,06635627;125;6165-6166;FIX;FR;FS
377976,83826058;6597767,72215078;125;6210-6211;FIX;G1;G0
361717,56014722;6620663,67297694;125;6134-6134;NIV;#N/A;EX
364227,47803346;6625963,27838791;125;6099-6152;DEL;FE;D1
366220,42889363;6624669,03119291;125;6140-6152;FIX;E3;FE
368259,57671374;6626538,24116405;125;6151-6152;FIX;FD;FE
375245,96194841;6613122,51880234;125;-;NIV;#N/A;#N/A
322381,95960655;6620740,24091726;125;5959-5967;FIX;AA;AI
338087,49017374;6592123,97419541;127;6346-6346;NIV;#N/A;KO
335583,53444307;6589836,42249009;127;6346-6457;DEL;KP;NO
334101,23051651;6586455,67215380;127;6457-6470;DEL;NO;N1
334238,44125721;6580473,78161614;127;6469-6470;FIX;N1;N0
335450,13231239;6573388,22920505;127;6372-6469;FIX;LD;N0
334885,66981058;6569884,25580913;127;6372-6377;FIX;LD;LI
331620,09325516;6570909,71300244;127;6377-6496;DEL;LI;OR
327940,12124268;6574398,32350035;127;6490-6496;FIX;OR;OL
328327,15248615;6576851,58057306;127;6490-6491;FIX;OL;OM
331172,70134163;6579387,33060802;127;6491-6492;FIX;OM;ON
330686,11064628;6582201,42983115;127;6317-6492;FIX;ON;JX
326383,65892447;6581664,82918553;127;6317-6318;FIX;JX;JY
323845,32030432;6582048,31884462;127;6318-6320;DEL;JY;J0
320238,36115778;6582406,89850375;127;6315-6320;DEL;J0;JV
316009,13644624;6584462,66064570;127;6314-6315;FIX;JV;JU
316620,40327319;6587548,49668852;127;6314-6322;FIX;JU;J2
319813,97719722;6586808,06486079;127;6321-6322;DEL;J2;J1
322315,96627971;6585636,91730860;127;6320-6321;FIX;J1;J0
320231,00405205;6560320,97681808;127;6611-6611;NIV;#N/A;RR
320690,18073219;6561582,02224102;127;6611-6628;DEL;RR;R6
321646,04544673;6561950,28209152;127;6626-6628;FIX;R6;R4
323995,35828040;6562010,94223416;127;6625-6626;FIX;R4;R3
326347,24686198;6562297,83240014;127;6533-6625;FIX;R3;PQ
326659,90298598;6561020,47887975;127;6532-6533;FIX;PQ;PP
328201,62315751;6558876,64946404;127;6531-6532;DEL;PP;PO
332929,34297254;6556021,02695423;127;6530-6531;DEL;PO;PN
338507,47649001;6552463,18197476;127;6449-6530;FIX;PN;NG
332710,48724444;6549225,85889228;127;6449-6544;DEL;NG;P1
327705,64182454;6554375,89317922;127;6544-6545;DEL;P1;P2
328282,07370071;6556583,38591312;127;6531-6545;FIX;P2;PO
331485,83438358;6559794,40754986;127;6527-6531;DEL;PO;PK
335605,61981141;6561770,16888521;127;6430-6527;FIX;PK;MX
338694,43966064;6561348,18889543;127;6429-6430;FIX;MX;MW
339573,29839993;6559020,22920007;127;6429-6528;FIX;MW;PL
337930,85878556;6557022,91682216;127;6528-6530;FIX;PL;PN
313604,33696758;6621493,32347537;127;6226-6226;NIV;#N/A;HG
310345,10743490;6619253,15728559;127;6217-6226;DEL;HG;G7
305470,24753267;6615113,30913147;127;6204-6217;DEL;G7;GU
304763,05461735;6613289,99441772;127;6204-6212;FIX;GU;G2
305616,65058911;6611157,50597385;127;6212-6213;FIX;G2;G3
308288,11862056;6607237,52903937;127;6213-6220;DEL;G3;HA
310630,68449829;6602876,58677838;127;6220-6268;FIX;HA;IK
309349,59519470;6599028,41883230;127;6267-6268;DEL;IK;IJ
306996,16630816;6596318,88467983;127;6251-6267;FIX;IJ;H4
305359,01545483;6595844,74301267;127;6251-6252;FIX;H4;H5
304378,73675283;6594318,46552820;127;6252-6253;FIX;H5;H6
306316,62573883;6593580,58135088;127;6253-6266;FIX;H6;II
308190,19650024;6593843,67682187;127;6265-6266;FIX;II;IH
308938,31946138;6591161,38687802;127;6265-6310;FIX;IH;JQ
306862,25513784;6586471,05215218;127;6309-6310;DEL;JQ;JP
304595,31698590;6587720,97274239;127;6255-6309;DEL;JP;H8
303294,78581871;6591266,86942264;127;6254-6255;FIX;H8;H7
303811,94895175;6592478,95072831;127;6253-6254;FIX;H7;H6
328922,79321740;6552394,50497714;127;-;NIV;#N/A;#N/A
301578,67886367;6596487,51732157;127;6245-6245;NIV;#N/A;HY
303633,36196059;6597363,69644804;127;6245-6250;FIX;HY;H3
305231,71047235;6598507,28042968;127;6249-6250;FIX;H3;H2
305451,73891071;6601816,65791419;127;6221-6249;DEL;H2;HB
307495,41837416;6603827,51075795;127;6220-6221;FIX;HB;HA
312181,60842032;6604891,46543784;127;6219-6220;DEL;HA;G9
316487,21923499;6604658,75293649;127;6219-6278;FIX;G9;IU
318470,82193746;6602100,72697810;127;6278-6279;FIX;IU;IV
317753,93655539;6598076,23485600;127;6274-6279;FIX;IV;IQ
318311,61796073;6594230,77006298;127;6273-6274;FIX;IQ;IP
320710,98630043;6595780,13774899;127;6273-6282;FIX;IP;IY
322712,01150986;6598448,21012645;127;6281-6282;FIX;IY;IX
324418,24482290;6600137,34626704;127;6281-6292;FIX;IX;I8
328515,97308777;6602329,97017492;127;6011-6292;DEL;I8;BL
330059,77707664;6598902,62209035;127;6011-6462;DEL;BL;NT
326374,80680050;6595249,92452160;127;6284-6462;FIX;NT;I0
324596,55315319;6593317,41111206;127;6284-6285;FIX;I0;I1
324229,09937460;6590527,36062422;127;6285-6324;FIX;I1;J4
324083,62583046;6589452,38338388;127;6324-6331;FIX;J4;KB
322357,78885563;6588372,13894119;127;6330-6331;FIX;KB;KA
324373,58675585;6587419,78200017;127;6329-6330;FIX;KA;J9
327562,25458001;6586433,04707692;127;6328-6329;FIX;J9;J8
328437,71625154;6584695,22317793;127;6317-6328;FIX;J8;JX
320553,18881396;6561334,64377551;127;-;NIV;#N/A;#N/A
318807,13354817;6594129,52090142;127;6272-6273;FIX;IP;IO
318312,72725543;6593922,01116205;127;6261-6272;FIX;ID;IO
317789,79654021;6593959,56264205;127;6260-6261;FIX;IC;ID
317730,72483282;6593694,76695735;127;6260-6262;FIX;IC;IE
317166,92648738;6593584,53441983;127;6262-6263;FIX;IE;IF
315499,73303997;6595137,30176445;127;6263-6270;DEL;IF;IM
314498,55026952;6596558,65659406;127;6270-6271;FIX;IM;IN
315560,57557430;6596598,06286230;127;6259-6271;FIX;IN;IB
317214,09610442;6595165,32788086;127;6259-6260;DEL;IB;IC
319699,97768393;6601197,00294955;127;6279-6280;FIX;IW;IV
321997,24584377;6600478,47699349;127;6280-6281;FIX;IX;IW
322394,06081437;6590911,39146055;127;6285-6286;FIX;I2;I1
320043,07539498;6592111,52816028;127;6272-6286;FIX;IO;I2
321662,94231185;6561624,15312650;127;6627-6628;DEL;R5;R6
322042,11916380;6561133,58283464;127;6612-6627;DEL;R5;RS
323550,77256118;6559932,60970645;127;6612-6613;FIX;RS;RT
324491,64121706;6557412,58792751;127;6613-6614;DEL;RT;RU
321862,46679057;6556623,07910442;127;6614-6615;FIX;RU;RV
320866,80392166;6558311,73449166;127;6615-6615;NIV;RV;#N/A
338612,69596325;6592591,08394268;127;6107-6107;NIV;#N/A;D8
337788,40975631;6593590,12200159;127;6106-6107;FIX;D8;D7
337282,78992556;6594972,37207813;127;6105-6106;FIX;D7;D6
336264,09428898;6597775,30723841;127;6104-6105;FIX;D6;D5
335279,18548921;6600252,72901187;127;6103-6104;FIX;D4;D5
334877,48486050;6601608,00657480;127;6012-6103;DEL;BM;D4
332669,20196734;6603409,99900332;127;6012-6012;NIV;#N/A;BM
300850,79154118;6599311,50790532;127;6246-6247;NIV;H0;HZ
299745,83288193;6597743,61610001;127;6246-6246;NIV;HZ;#N/A
334767,95852914;6583195,85041468;127;6467-6467;NIV;#N/A;NY
336731,97546226;6583544,14938383;127;6350-6467;DEL;NY;KS
338464,81073438;6582890,95578666;127;6344-6350;DEL;KS;KO
340169,62821591;6584277,19461898;127;6343-6344;DEL;KN;KO
342997,82656736;6582238,05613182;127;6342-6347;DEL;KM;KQ
305585,22691338;6597052,41445409;127;6250-6251;FIX;H3;H4
313522,84823455;6598053,80065765;127;6269-6270;FIX;IL;IM
312005,81672009;6600540,96938992;127;6268-6269;FIX;IK;IL
331345,48903403;6603910,99721243;127;6011-6011;NIV;BL;#N/A
331481,61180849;6585859,35664498;127;6327-6470;FIX;N1;J7
329897,96565191;6586432,41030558;127;6327-6328;FIX;J7;J8
330215,39076212;6588448,92444000;127;6326-6327;FIX;J6;J7
330378,12863403;6591509,74650007;127;6326-6459;DEL;NQ;J6
332369,29503794;6593960,36703459;127;6458-6459;DEL;NQ;NP
334150,60558837;6590921,12140048;127;6457-6458;DEL;NP;NO
328581,11759705;6589062,31333320;127;6325-6326;FIX;J6;J5
327436,23404609;6587563,06527061;127;6325-6329;FIX;J5;J9
329706,70628795;6593483,61562307;127;6459-6460;FIX;NQ;NR
332401,52458873;6596811,86234177;127;6104-6460;DEL;D5;NR
317863,37449535;6594201,16543353;127;6261-6274;FIX;IQ;ID
333618,33213637;6581912,80923383;127;-;NIV;#N/A;#N/A
316436,30797625;6582123,67150646;127;6315-6316;FIX;JW;JV
316964,10601678;6573120,21293601;127;6575-6576;FIX;QU;QV
320093,77255419;6574865,92658228;127;6576-6577;FIX;QV;QW
323587,86413481;6578629,66760502;127;6319-6577;FIX;JZ;QW
323697,12858873;6579993,02081255;127;6318-6319;FIX;JY;JZ
302509,24105659;6590508,31160087;127;6255-6256;DEL;H9;H8
300974,86530169;6591818,41557552;127;6240-6256;DEL;HT;H9
297659,65324911;6591896,16574926;127;6240-6241;FIX;HT;HU
295521,61380433;6592858,67588777;127;6237-6241;FIX;HU;HQ
295162,05899101;6595201,13992526;127;6236-6237;FIX;HQ;HP
293833,14737599;6593248,61872089;127;6236-6243;DEL;HP;HW
291436,49066023;6590230,14710446;127;6243-6244;FIX;HW;HX
288969,87935965;6591116,69294889;127; ;NEW;T9;HX
290090,47278503;6590227,45305189;127;-;NIV;#N/A;#N/A
293770,43510185;6590009,99056294;127;6242-6243;FIX;HV;HW
295153,41514544;6590061,05088680;127;6241-6242;FIX;HV;HU
317722,00781112;6593292,27752923;127;6262-6313;FIX;IE;JT
315494,76304935;6591317,80139834;127;6312-6313;DEL;JT;JS
312810,33864656;6588188,75791214;127;6311-6312;DEL;JS;JR
312386,58065029;6585637,64809029;127;6308-6311;DEL;JR;JO
315336,54698377;6588948,71573386;127;6308-6313;DEL;JO;JT
309110,97505120;6581639,06778851;127;6300-6308;DEL;JO;JG
304622,73108899;6581847,93287814;127;6299-6300;FIX;JG;JF
304292,21768971;6583005,01666697;127;6298-6299;FIX;JF;JE
301316,72798660;6582320,65390607;127;6297-6298;FIX;JE;JD
298005,02086999;6583653,21025864;127;6296-6297;FIX;JD;JC
297955,94357826;6585918,14091572;127;6295-6296;FIX;JC;JB
296513,64262031;6587458,29347432;127;6294-6295;DEL;JB;JA
295219,83874002;6588472,25300007;127;6242-6294;FIX;JA;HV
313297,42899939;6582807,75299369;127;6306-6307;FIX;JM;JN
314352,28379352;6580998,32130212;127;-;NIV;#N/A;#N/A
321819,90493112;6561671,29374155;127;6626-6627;DEL;R4;R5
315845,93650013;6573264,89174205;127;6575-6583;FIX;Q2;QU
313934,22786532;6569941,41174320;127;6582-6583;FIX;Q2;Q1
312382,66659972;6566088,89450395;127;6582-6591;FIX;Q1;Q9
310790,11319097;6566257,97142920;127;6590-6591;DEL;Q9;Q8
305901,51518463;6563462,49923780;127;6588-6590;DEL;Q8;Q6
303029,46242031;6559390,95256373;127;6587-6588;DEL;Q6;Q5
303328,60859578;6557435,70779424;127;6584-6587;FIX;Q5;Q3
304415,86471508;6553343,44931800;127;6584-6606;DEL;Q3;RM
306939,13360169;6550412,80543901;127;6605-6606;FIX;RM;RL
310015,65040803;6550769,57609671;127;6605-6608;DEL;RL;RO
310138,20840023;6553603,68392528;127;6607-6608;DEL;RO;RN
307951,94901917;6555213,15191031;127;6595-6607;FIX;RN;RD
308273,72297455;6557789,19517989;127;6594-6595;FIX;RD;RC
308477,40809729;6560369,52045384;127;6593-6594;DEL;RC;RB
306061,98153506;6560471,07927866;127;6588-6593;DEL;RB;Q6
309610,44172306;6549302,71934465;127;6605-6996;FIX;RL;SA
312577,36523860;6549599,97934579;127;6598-6996;DEL;SA;RF
314144,14172874;6549346,34759275;127;6598-6599;FIX;RF;RG
314240,06343819;6548730,84248515;127; ;NEW;RG;YF
315394,67220277;6545884,28307126;127;6600-6602;DEL;RH;RJ
317282,55885379;6544978,80476062;127;6601-6602;DEL;RJ;RI
317220,02758872;6548663,05140541;127;6600-6601;DEL;RI;RH
314416,59465041;6573139,76465091;127;6568-6583;FIX;QN;Q2
311642,19479738;6570965,20045007;127;6568-6569;FIX;QO;QN
307897,77912048;6570946,18206744;127;6569-6570;DEL;QO;QP
305964,92654715;6573401,76751077;127;6570-6571;FIX;QP;QQ
303740,78031969;6570993,32556461;127;6571-6572;DEL;QR;QQ
301699,22382365;6569126,73182494;127;6572-6573;FIX;QS;QR
301091,54190100;6568600,83740433;127;6573-6574;FIX;QT;QS
299343,16535965;6567172,63713177;127;6555-6574;DEL;QT;QA
296695,65373325;6565366,82152340;127;6554-6555;FIX;QA;P9
294815,66830346;6566547,47784342;127;6553-6554;FIX;P9;P8
293078,92144373;6567616,48067437;127;6548-6553;FIX;P8;P3
291579,70537041;6572594,05435045;127;6305-6548;DEL;P3;JL
294578,20831755;6578569,06276289;127;6304-6305;DEL;JL;JK
296738,70698042;6580849,31362172;127;6297-6304;DEL;JK;JD
300806,82396432;6557597,81510413;127;6586-6587;FIX;Q4;Q5
297605,75086849;6556758,74152978;127;6557-6586;DEL;Q4;QC
296800,69528168;6559413,14052426;127;6557-6558;FIX;QC;QD
294861,27792818;6563053,41038262;127;6558-6560;DEL;QD;QF
291724,86970876;6563445,61333948;127;6560-6561;FIX;QF;QG
293854,67228785;6561408,26384955;127;6556-6561;FIX;QG;QB
296446,12047201;6559252,67957788;127;6556-6557;FIX;QB;QC
292298,06793390;6573574,26408913;127;6549-6549;NIV;#N/A;P4
292229,62097490;6573726,02737375;127;6549-6549;NIV;#N/A;P4
295242,19806521;6564905,06375788;127;6554-6554;NIV;P9;#N/A
310027,12342839;6567814,27119685;127;6569-6590;FIX;Q8;QO
291818,25867930;6565417,54621061;127;6548-6560;DEL;QF;P3
314691,14880070;6549959,76850082;127;6597-6598;FIX;RF;RE
315636,76572634;6551915,71500187;127;6597-6622;FIX;RE;R1
316777,99849796;6556418,54431113;127;6610-6622;DEL;RQ;R1
320290,03144000;6562389,86248459;127;6611-6630;DEL;R8;RR
319820,62028000;6566429,53395982;127;6580-6630;FIX;QZ;R8
319411,36718123;6569737,00671156;127;6579-6580;FIX;QY;QZ
321157,42415308;6570798,97115999;127;6578-6579;FIX;QX;QY
323675,63828950;6572403,00161190;127;6495-6578;FIX;OQ;QX
324225,54958607;6575623,57951733;127;6495-6577;DEL;QW;OQ
321393,73253066;6562726,37559521;127;6626-6630;DEL;R8;R4
321227,86700827;6568478,52528434;127;6579-6624;FIX;QY;R2
323221,23217291;6569537,73401327;127;6578-6624;DEL;R2;QX
314242,05243490;6551132,79965050;127;6597-6609;FIX;RE;RP
310946,73429810;6556124,01915130;127;6594-6609;DEL;RP;RC
321551,18108468;6562623,66266698;127;6629-6629;NIV;#N/A;R7
322420,61800860;6565044,11112826;127;6624-6629;DEL;R7;R2
325031,55372005;6565339,22953653;127;6624-6625;FIX;R2;R3
321837,36990391;6587991,08882784;127;6321-6321;NIV;J1;KA
322134,33962924;6588149,79130122;127;-;NIV;#N/A;#N/A
321567,40291832;6590356,01978863;127;6286-6323;FIX;I2;J3
321874,43525521;6589281,85176563;127;6323-6331;FIX;J3;KB
318817,88051016;6569579,31277268;127;6580-6581;FIX;Q0;QZ
316509,04873947;6567114,32820007;127;6581-6582;FIX;Q0;Q1
317733,98986643;6570874,82150921;127;6576-6581;FIX;QV;Q0
334293,92503241;6592566,44493562;127;-;NIV;#N/A;#N/A
319913,58785240;6561131,66169856;127;-;NIV;#N/A;#N/A
325300,40069788;6595947,39118231;127;6283-6284;FIX;I0;IZ
325752,62942480;6598894,35305926;127;6283-6292;FIX;IZ;I8
324168,51593593;6601781,47929180;127;6287-6292;FIX;I8;I3
323038,12918760;6604256,41590972;127;6287-6288;FIX;I3;I4
319236,32654989;6607786,56965712;127;6232-6288;DEL;I4;HM
317309,64739662;6611082,72913083;127;6231-6232;FIX;HM;HL
318751,40970590;6612196,00258943;127;6231-6291;FIX;HL;I7
322387,84123752;6612301,12549746;127;6008-6291;FIX;I7;BI
325483,44683146;6611702,99558770;127;6008-6009;FIX;BI;BJ
327776,67481302;6610235,84741448;127;6009-6010;DEL;BJ;BK
326571,23465401;6606712,40754198;127;6010-6289;FIX;BK;I5
325127,66088364;6607625,27863007;127;6289-6290;FIX;I5;I6
325407,49287591;6609480,72167881;127;6009-6290;FIX;I6;BJ
326090,35146467;6559752,88563643;127;6532-6613;FIX;PP;RT
327371,01911252;6591662,13338152;127;6461-6461;NIV;#N/A;NS
329230,42295672;6593452,27497298;127;6460-6461;FIX;NS;NR
299489,58445987;6588053,73389760;127;6256-6295;DEL;H9;JB
307181,17836970;6553315,44366851;127;6606-6607;DEL;RM;RN
302079,69161372;6555234,50093763;127;6584-6586;DEL;Q3;Q4
305834,07121800;6555429,32499153;127;6584-6595;FIX;Q3;RD
319513,03182230;6579909,83486017;127;6316-6319;FIX;JW;JZ
332347,85599907;6576963,72293650;127;6469-6491;DEL;N0;OM
337947,07305714;6576863,30153832;127;6469-6997;FIX;N0;SB
339036,70098202;6579939,81256273;127;6350-6997;FIX;SB;KS
337478,04794800;6585167,96163435;127;6344-6913;DEL;KO;R9
336977,77074669;6587446,11224067;127;6913-6913;NIV;R9;#N/A
336412,39020283;6585850,25235074;127;6467-6913;DEL;R9;NY
320580,63524419;6556120,55781415;127;6615-6621;DEL;R0;RV
318189,43233103;6554470,77614310;127;6621-6622;DEL;R1;R0
293718,91282218;6586368,73639633;127;6293-6294;DEL;I9;JA
289698,07814582;6587832,66233139;127;6244-6293;DEL;HX;I9
302021,83596877;6592807,77328149;127;6239-6254;DEL;H7;HS
300318,68187683;6593678,44707240;127;6239-6240;FIX;HS;HT
302398,36001224;6594720,71653265;127;6239-6257;FIX;IA;HS
303186,25010370;6596244,41363715;127;6245-6257;FIX;HY;IA
303990,20507223;6595593,38003996;127;6252-6257;FIX;IA;H5
329760,77957562;6563015,54571634;127;6526-6533;DEL;PQ;PJ
333822,52593935;6563426,42610644;127;6526-6527;DEL;PJ;PK
308371,30707036;6574382,75779468;127;6567-6570;FIX;QP;QM
310109,92722036;6575638,72274520;127;6566-6567;FIX;QL;QM
307926,60937956;6577409,05609643;127;6565-6566;FIX;QK;QL
304817,82508207;6576138,01756225;127;6564-6565;FIX;QJ;QK
304820,62276486;6574187,45591206;127;6564-6571;FIX;QQ;QJ
303548,90735447;6574696,38083448;127;6563-6564;DEL;QJ;QI
302782,26295580;6574773,57545746;127;6562-6563;DEL;QI;QH
301976,30352498;6576920,34143624;127;6302-6562;FIX;JI;QH
302543,92026756;6578884,05827964;127;6301-6302;FIX;JH;JI
304471,01382856;6578079,58916650;127;6301-6565;FIX;QK;JH
323500,40931825;6555462,21718027;127;6614-6617;FIX;RW;RU
325013,58346441;6553805,52802880;127;6617-6618;DEL;RX;RW
326800,67520095;6553327,26371129;127;6544-6618;FIX;RX;P1
311633,68148734;6578921,65533993;127;6306-6566;DEL;JM;QL
314093,44040275;6585955,50221821;127;6307-6314;FIX;JU;JN
313565,88954906;6608173,35654157;127;6218-6219;DEL;G8;G9
309601,01046855;6611262,11611852;127;6215-6218;FIX;G8;G5
306979,16345335;6611689,57125871;127;6214-6215;FIX;G4;G5
305924,08694799;6611866,24543376;127;6212-6214;FIX;G4;G2
313091,43099901;6610412,40704133;127;6218-6233;DEL;HN;G8
312792,67103484;6612451,35926007;127;6223-6233;FIX;HD;HN
311794,80159116;6614873,62545155;127;6223-6224;FIX;HE;HD
313207,45433998;6617491,76904499;127;6224-6225;DEL;HF;HE
316394,02724916;6620097,99014167;127;6225-6227;DEL;HH;HF
318124,71943980;6620881,22808910;127;5966-6227;DEL;HH;AH
319713,47193404;6620466,40331331;127;5966-5967;FIX;AH;AI
320368,30637706;6618913,92483265;127;5967-6228;FIX;AI;HI
318636,76083945;6615774,04009269;127;6228-6230;FIX;HK;HI
316737,69710197;6612365,52546877;127;6230-6231;FIX;HL;HK
320126,07266939;6618405,27182241;127;6228-6229;FIX;HI;HJ
318687,56511801;6619515,53040554;127;6227-6229;DEL;HJ;HH
313966,47114421;6614168,61922842;127;6223-6230;FIX;HD;HK
315727,83748469;6617122,05365256;127;6224-6229;FIX;HJ;HE
310878,58395330;6615149,47629973;127;6216-6224;FIX;HE;G6
308093,67480728;6613429,75521196;127;6215-6216;FIX;G5;G6
306976,61235258;6610831,58710918;127;6213-6214;FIX;G3;G4
303687,31812193;6608236,25764761;127;6153-6213;DEL;FF;G3
298827,03858821;6605328,70820858;127;6124-6153;FIX;FF;EO
297224,27948725;6602243,73747641;127; ;NEW;EM;EO
299441,92465129;6607912,89411327;127;6153-6154;DEL;FF;FG
301283,77251957;6611403,36354447;127;6154-6204;DEL;FG;GU
295856,40230708;6608826,40949023;127;6125-6154;DEL;FG;EP
290333,19326115;6605681,15608742;127;6119-6125;DEL;EP;EK
291461,89441130;6598403,10423372;127;6119-6234;FIX;EK;HO
290057,54500215;6595097,92507405;127;6234-6234;NIV;HO;#N/A
294714,09482441;6595933,32495704;127;6234-6236;FIX;HP;HO
320042,36195386;6549155,29302797;127;6601-6620;FIX;RI;RZ
320881,68869875;6550349,96687667;127;6620-6620;NIV;RZ;RZ
323099,28146717;6551840,09620077;127;6618-6618;NIV;RZ;RX
325219,11598728;6549685,64885497;127;6618-6619;FIX;RX;RY
320983,29022640;6546384,12197240;127;6601-6619;DEL;RY;RI
322752,27654329;6546797,43048932;127;-;NIV;#N/A;#N/A
322672,21548307;6546819,44492375;127;-;NIV;#N/A;#N/A
322436,74524043;6549240,31914096;127;6619-6619;NIV;RY;RZ
320121,68325681;6552561,11756835;127;6621-6621;NIV;RZ;R0
303539,18512787;6579977,96131666;127;6300-6301;FIX;JG;JH
293052,82980683;6559166,92762370;127;6556-6561;DEL;QG;QB
321761,78475223;6562617,32210889;127;6629-6629;NIV;#N/A;R7
309591,09528372;6594156,84206526;127;6264-6265;DEL;IH;IG
