XCoord;YCoord;FID;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
337062,70001840;6626484,05756071;392;125;6030-6039;FIX;B4;CD
340506,65420805;6625347,90814388;393;125;6038-6039;FIX;CD;CC
342344,25787118;6626868,41424105;394;125;6037-6038;FIX;CC;CB
341592,57004095;6631076,92910654;395;125;5971-6037;FIX;CB;AK
338468,23509252;6634006,61819104;396;125;5971-5972;FIX;AK;AL
335638,91059934;6632826,80727681;397;125;5972-5974;FIX;AL;AN
329364,31484599;6630886,01756597;398;125;5974-7088;DEL;AN;SE
326955,28315250;6628894,90763558;399;125;5976-7088;DEL;SE;AO
326577,94906352;6627756,01640833;400;125;5965-5976;DEL;AO;AG
325914,51797938;6626916,71595607;401;125;5964-5965;DEL;AG;AF
325070,73036764;6624125,85614557;402;125;5959-5964;DEL;AF;AA
325838,28348946;6621031,26206033;403;125;5959-5960;FIX;AA;AB
376339,38310574;6611583,38567489;404;125;6158-6158;NIV;FK;#N/A
378132,85091584;6615485,53161164;405;125;6158-6159;FIX;FL;FK
373837,45664304;6647400,46064378;406;125;6002-6004;FIX;BD;BE
371878,15228264;6646033,35436996;407;125;5997-6004;FIX;BE;A9
372687,17766933;6644722,16540046;408;125;5997-5998;DEL;A9;BA
368317,72501822;6606977,89544549;409;125;6178-6179;FIX;F5;F4
347877,47791120;6612799,76264774;410;125;6111-6112;DEL;EC;ED
368900,02184267;6589230,62940302;411;125;6207-6332;FIX;KC;GX
370261,62685174;6588077,63962592;412;125;6332-6333;FIX;KD;KC
371976,71053645;6589674,73613855;413;125;6333-6334;FIX;KE;KD
371812,40915835;6593411,54487977;414;125;6206-6334;DEL;GW;KE
365167,81653025;6632673,67517352;415;125;6053-6094;FIX;DW;CR
364689,99294094;6633571,98421614;416;125;6053-6056;FIX;CR;CU
365011,77025205;6635396,90148565;417;125;6055-6056;FIX;CU;CT
366086,24467055;6635874,17859532;418;125;6054-6055;FIX;CT;CS
365781,23363585;6634031,80055770;419;125;6053-6054;FIX;CS;CR
364173,92007166;6631440,25914123;420;125;6052-6053;FIX;CR;CQ
361677,53878975;6631143,79069519;421;125;6051-6052;DEL;CQ;CP
360005,39127167;6635374,14053921;422;125;6049-6051;DEL;CP;CN
356437,38062450;6638717,75366703;423;125;5984-6049;DEL;CN;AW
354769,72551313;6635709,39243584;424;125;5984-6050;DEL;AW;CO
352775,99404506;6634019,56103668;425;125;6046-6050;FIX;CO;CK
350350,90444879;6637451,83491417;426;125;5981-6046;FIX;CK;AT
351131,15414838;6639798,66598752;427;125;5981-5983;FIX;AT;AV
361563,82466448;6632868,81419853;428;125;6051-6057;FIX;CP;CV
362968,85645562;6635661,89583731;429;125;6057-6059;FIX;CV;CX
362630,10415364;6640969,20175175;430;125;5989-6059;DEL;CX;A1
362312,74529788;6644682,57612457;431;125;5989-5990;DEL;A1;A2
330367,74947450;6620162,63759590;432;125;5961-5962;DEL;AD;AC
333396,16037941;6621205,51017813;433;125;5962-6025;FIX;BZ;AD
369312,13599307;6644964,40279701;434;125;5996-5997;FIX;A8;A9
334553,67521906;6622954,62959295;435;125;6024-6026;FIX;B0;BY
334409,00284070;6625162,69786530;436;125;6023-6024;FIX;BY;BX
371311,54057023;6647815,29661070;437;125;5995-6004;FIX;BE;A7
366680,61147614;6635168,97862700;438;125;6054-6060;FIX;CS;CY
367057,19905495;6635142,90795754;439;125;6060-6064;FIX;CY;C2
366416,42070811;6635824,62126797;440;125;6064-6065;FIX;C2;C3
366692,31234917;6637071,13757727;441;125;6065-6071;DEL;C3;C9
369193,23751601;6638287,09159793;442;125;6069-6071;FIX;C9;C7
371286,38037741;6639565,85206902;443;125;6068-6069;DEL;C7;C6
372649,88902436;6640595,97055751;444;125;6067-6068;FIX;C6;C5
365564,42589820;6636924,90098601;445;125;6058-6065;FIX;CW;C3
364765,47544294;6637760,89908336;446;125;6058-6059;FIX;CW;CX
359919,24998967;6627146,88101631;447;125;6089-6090;FIX;DR;DS
361614,17246988;6628607,89178645;448;125;6052-6090;DEL;DS;CQ
370254,68080669;6649567,88919947;449;125;-;NIV;#N/A;#N/A
347334,82623599;6639890,32649241;450;125;5979-5980;FIX;AS;AR
347231,92260616;6638410,35841108;451;125;5979-6045;FIX;AR;CJ
345784,10467047;6634329,44942756;452;125;6040-6045;DEL;CJ;CE
345152,13476381;6628503,91131848;453;125;6037-6040;FIX;CE;CB
347118,58713326;6629155,33395009;454;125;6036-6040;FIX;CA;CE
349449,77920197;6629169,15659760;455;125;6036-6041;DEL;CF;CA
352460,36557775;6630750,28867909;456;125;6041-6043;FIX;CF;CH
351254,52357276;6633325,76847741;457;125;6043-6044;DEL;CH;CI
351559,86931561;6634360,75749679;458;125;6044-6046;FIX;CI;CK
370917,10742511;6600506,03159934;459;125;6186-6208;DEL;GY;GC
370488,45080732;6599370,50257294;460;125;6205-6208;FIX;GV;GY
338645,00062106;6624275,66643291;461;125;6035-6039;FIX;CD;B9
336486,78874225;6624485,68639385;462;125;6031-6035;FIX;B5;B9
340501,76938975;6623757,38898340;463;125;6034-6035;FIX;B9;B8
342320,24853895;6624915,06373066;464;125;6034-6038;FIX;B8;CC
342884,72216998;6624050,74066610;465;125;6032-6034;FIX;B8;B6
345610,61035289;6624459,18547120;466;125;6032-6033;FIX;B6;B7
350636,47230743;6625623,93919179;467;125;6033-6042;FIX;B7;CG
352300,88998244;6627783,09372525;468;125;6041-6042;FIX;CG;CF
347926,71718481;6624978,49012238;469;125;6033-6072;FIX;DA;B7
345608,84544283;6624370,93730443;470;125;6028-6072;FIX;DA;B2
343279,75108337;6624099,31688306;471;125;6028-6032;FIX;B2;B6
347970,92370619;6626756,82327870;472;125;6033-6036;FIX;B7;CA
354246,13463131;6631828,82676223;473;125;6048-6050;FIX;CO;CM
353057,54630316;6631955,74851888;474;125;6043-6048;FIX;CM;CH
363729,59440412;6587101,57695760;475;125;-;NIV;#N/A;#N/A
365492,70293663;6636726,43141223;476;125;6055-6058;FIX;CT;CW
368314,13946321;6634214,91464048;477;125;6060-6061;FIX;CY;CZ
369657,33179114;6633017,55240333;478;125;6061-6095;FIX;CZ;DX
356184,63888026;6622964,80805071;479;125;6081-6086;FIX;DJ;DO
372729,53841999;6628404,05322671;480;125;6150-6151;FIX;FD;FC
370214,39811396;6629208,58285408;481;125;6097-6151;FIX;DZ;FD
371270,54617027;6631142,24416679;482;125;6096-6097;FIX;DZ;DY
368655,11295504;6630102,83751637;483;125;6097-6098;FIX;D0;DZ
366494,67855611;6630547,86205669;484;125;6093-6098;FIX;DV;D0
357361,43378807;6631919,38569169;485;125;6047-6049;DEL;CN;CL
355887,45689182;6629250,81170019;486;125;6047-6048;DEL;CL;CM
353337,27658755;6597505,00135162;487;125;6169-6170;FIX;FW;FV
353405,79646090;6598481,66292585;488;125;6167-6169;FIX;FV;FT
375620,54841683;6613175,71388819;489;125;6157-6158;FIX;FK;FJ
373003,26115744;6614969,96298123;490;125;6137-6157;DEL;FJ;E0
367435,31323228;6635815,89162005;491;125;6064-6070;FIX;C2;C8
369358,59578317;6637988,20996815;492;125;6069-6070;FIX;C8;C7
367682,67525514;6636646,29421304;493;125;6070-6071;FIX;C8;C9
356683,71235943;6646894,15218940;494;125;-;NIV;#N/A;#N/A
359734,76845274;6621669,79842675;495;125;6088-6126;FIX;EQ;DQ
361342,72681495;6618151,62645674;496;125;6126-6128;DEL;ER;EQ
360402,24147058;6609823,27504093;497;125;6131-6132;FIX;EU;EV
361920,36901154;6609477,26740636;498;125;6130-6131;FIX;EU;ET
363570,47405560;6607732,79090955;499;125;6130-6176;FIX;ET;F2
365283,60945324;6606879,16413248;500;125;6176-6177;FIX;F2;F3
365837,39412941;6607558,77736146;501;125;6177-6177;NIV;F3;#N/A
364923,97783327;6611854,06940431;502;125;6129-6130;DEL;ES;ET
359700,63851078;6646015,67850398;503;125;5988-5989;FIX;A0;A1
362462,48159858;6626938,95444298;504;125;6092-6099;FIX;D1;DU
365340,17653526;6628079,64580705;505;125;6098-6099;FIX;D1;D0
368948,73169843;6612888,79613363;506;125;6129-6161;FIX;ES;FN
375514,14530574;6610222,05776193;507;125;6164-6164;NIV;#N/A;FQ
333437,07757627;6626917,59846473;508;125;5969-6030;FIX;B4;AJ
333729,21127766;6628340,60854111;509;125;5969-5977;FIX;AJ;AP
337081,55813993;6630993,47389783;510;125;5971-5977;FIX;AP;AK
349669,84759167;6592961,35718202;511;125;6191-6192;FIX;GI;GH
350736,97980672;6590095,09306328;512;125;6191-6195;FIX;GH;GL
348878,99962383;6587626,18397796;513;125;6195-6196;FIX;GL;GM
357902,41519394;6604926,35631491;514;125;6173-6174;DEL;FZ;F0
356271,81304172;6606493,89947561;515;125;6165-6174;DEL;F0;FR
354242,02233280;6607704,76303883;516;125;6115-6165;FIX;FR;EG
353457,88813182;6609046,26523525;517;125;6114-6115;FIX;EG;EF
358969,21534380;6607770,98843006;518;125;6131-6174;DEL;F0;EU
348687,84611112;6624342,21220241;519;125;6072-6073;FIX;DA;DB
349695,92726335;6622672,12212427;520;125;6073-6074;FIX;DB;DC
347382,25518550;6621107,75456713;521;125;6027-6074;FIX;DC;B1
345120,95517872;6621423,68229325;522;125;6018-6027;DEL;B1;BS
344846,74885439;6619420,06428493;523;125;6017-6018;DEL;BS;BR
350676,52173393;6625552,48036991;524;125;6072-6083;DEL;DL;DA
341347,09494644;6618100,83883047;525;125;6016-6020;DEL;BQ;BU
338479,62520384;6619647,35677295;526;125;6019-6020;FIX;BU;BT
338331,63050108;6622150,86094695;527;125;6019-6029;FIX;BT;B3
340826,28075831;6623721,48838788;528;125;6028-6029;FIX;B3;B2
344294,72957617;6622719,01109163;529;125;6027-6028;FIX;B2;B1
325389,07672868;6628481,70980964;530;125;5965-7087;FIX;AG;SD
322001,23513826;6627363,02129459;531;125;7087-7426;DEL;SD;T0
317496,49207191;6622948,69322331;532;125;5966-7426;DEL;T0;AH
365390,52040318;6647526,39661979;533;125;5991-5992;FIX;A3;A4
364215,50525929;6649403,78819762;534;125;5992-5993;FIX;A4;A5
353131,09510383;6619513,23446575;535;125;6075-6079;DEL;DD;DH
351635,08083101;6618125,40136783;536;125;6075-6076;FIX;DE;DD
350107,25504744;6616070,41037166;537;125;6076-6113;DEL;EE;DE
366624,28390219;6606263,95443164;538;125;6177-6185;FIX;GB;F3
362879,16445903;6618069,14023221;539;125;6128-6139;DEL;E2;ER
349519,65608475;6635368,17757591;540;125;6044-6045;FIX;CJ;CI
370604,60109920;6610168,50200731;541;125;6162-6180;DEL;F6;FO
359153,34870573;6590750,91286156;542;125;6193-6198;FIX;GJ;GO
362885,54296393;6591166,93603267;543;125;6198-6200;FIX;GO;GQ
359209,73565657;6615978,03296296;544;125;6133-6133;NIV;EW;#N/A
358782,24039056;6612128,65378801;545;125;6132-6133;FIX;EW;EV
330289,56480975;6627771,11592063;546;125;5969-5976;DEL;AO;AJ
359265,92249738;6627161,62455992;547;125;6090-6091;FIX;DS;DT
357831,66598175;6627908,06046750;548;125;6047-6091;DEL;DT;CL
351233,26160471;6624523,54890999;549;125;6073-6082;DEL;DB;DK
326314,50173785;6627997,76334379;550;125;-;NIV;#N/A;#N/A
374458,47176150;6592036,71621037;551;125;6334-6335;DEL;KE;KF
377237,32050121;6590991,02762027;552;125;6335-6336;DEL;KF;KG
381653,64806106;6591529,84864372;553;125;6337-6337;NIV;KH;#N/A
379254,94789087;6593488,35660073;554;125;6210-6337;FIX;KH;G0
376942,86247316;6594828,74494664;555;125;6209-6210;DEL;G0;GZ
373316,05912910;6596908,25529450;556;125;6208-6209;DEL;GZ;GY
375490,31342846;6593447,18873663;557;125;6209-6335;FIX;KF;GZ
357553,38291855;6646893,30831930;558;125;-;NIV;#N/A;#N/A
327837,91494928;6625446,24362911;559;125;5963-5964;FIX;AE;AF
331271,49189029;6622906,83778921;560;125;5962-5963;DEL;AD;AE
331911,56846735;6612831,34648385;561;125;6006-6007;FIX;BG;BH
333015,64265646;6611688,86498811;562;125;6007-6013;DEL;BH;BN
337919,33132852;6607730,97367437;563;125;6013-6109;DEL;BN;EA
344221,62099201;6604853,81527987;564;125;6109-6110;FIX;EA;EB
342201,66112420;6603271,29741385;565;125;6108-6109;DEL;D9;EA
341909,50139705;6602994,50572330;566;125;6108-6108;NIV;#N/A;D9
333058,96567517;6607039,39916843;567;125;6007-6012;DEL;BH;BM
370681,21535655;6632960,77757601;568;125;6061-6062;FIX;CZ;C0
362966,52503419;6633744,53206524;569;125;6056-6057;FIX;CU;CV
350481,83259930;6619657,93595483;570;125;6074-6075;DEL;DD;DC
357567,21259610;6626822,25613023;571;125;6085-6091;FIX;DT;DN
368977,63198816;6622804,30949295;572;125;6141-6142;DEL;E4;E5
323848,60905527;6618937,99182882;573;125;5961-6228;DEL;AC;HI
325719,78720429;6629566,06229421;574;125;7087-7088;FIX;SE;SD
349448,28665759;6642872,82812676;575;125;5982-5986;FIX;AU;AY
372804,29041968;6586146,31622836;576;125;6333-6340;DEL;KD;KK
356242,08732784;6615060,53492025;577;125;6078-6133;DEL;DG;EW
372680,10915197;6640145,73909784;578;125;6066-6068;DEL;C4;C6
336431,98100538;6624414,52461650;579;125;6024-6029;FIX;BY;B3
344754,91983232;6641905,14349304;580;125;5978-5987;DEL;AQ;AZ
339675,26145369;6637662,34104780;581;125;5973-5978;FIX;AQ;AM
334332,33194234;6634063,37473370;582;125;5973-5974;DEL;AM;AN
333536,50548467;6630124,50773473;583;125;5974-5977;FIX;AN;AP
367387,01504361;6620042,58026157;584;125;6135-6136;DEL;EZ;EY
364150,01124845;6605776,98182048;585;125;6172-6176;FIX;FY;F2
337796,22010952;6635699,21374048;586;125;5972-5973;FIX;AM;AL
352627,33524530;6586299,72344738;587;125;6194-6195;FIX;GL;GK
352709,09627408;6616983,15760911;588;125;6076-6077;FIX;DF;DE
344253,32417034;6639570,02459392;589;125;5978-5979;DEL;AR;AQ
358525,67835254;6593653,56307668;590;125;6175-6198;FIX;GO;F1
364087,57222004;6595101,92585111;591;125;6188-6198;FIX;GO;GE
355369,94392177;6626559,58150317;592;125;6042-6084;DEL;DM;CG
372514,73213169;6613152,77192484;593;125;6157-6160;FIX;FM;FJ
368142,63431331;6650040,74560693;594;125;5992-6001;FIX;BC;A4
338021,77871659;6618749,22949156;595;125;6020-6021;FIX;BU;BV
327123,37995768;6614271,79077453;596;125;6005-6008;DEL;BF;BI
350578,88653122;6602048,80380976;597;125;6117-6118;FIX;EI;EJ
347715,96723065;6600432,12291492;598;125;6117-6123;FIX;EN;EI
345580,50264468;6594387,59680638;599;125;6189-6190;FIX;GG;GF
344202,62197832;6595134,07816727;600;125;6189-6999;FIX;GF;SC
341404,14282240;6593800,02025436;601;125;6107-6999;DEL;SC;D8
338665,54794979;6593010,27673553;602;125;-;NIV;#N/A;#N/A
345079,39294076;6599682,86938515;603;125;6123-6123;NIV;#N/A;EN
343387,94606405;6601265,68541470;604;125;6108-6108;NIV;#N/A;D9
351478,40101847;6599168,76205041;605;125;6117-6169;FIX;EI;FV
373621,94407200;6609157,91892686;606;125;6163-6181;DEL;FP;F7
340885,49280338;6601988,94706674;607;125;6100-6100;NIV;#N/A;D2
340820,57160355;6601106,54217971;608;125;6100-6101;FIX;D2;D3
339287,25391815;6597540,92562535;609;125;6101-6101;NIV;D3;#N/A
342586,97075188;6598558,82037728;610;125;6101-6999;FIX;D3;SC
344724,54938575;6597789,94249817;611;125;6999-6999;NIV;SC;#N/A
341480,86623125;6620707,42096767;612;125;6018-6019;DEL;BT;BS
338912,68934355;6616152,82391137;613;125;6014-6022;DEL;BO;BW
336723,68988371;6612377,35646317;614;125;6013-6014;DEL;BN;BO
341015,50692696;6612762,46568808;615;125;6014-6015;DEL;BO;BP
379679,09834248;6587655,62082874;616;125;6336-6338;DEL;KG;KI
378073,37448220;6584738,20594603;617;125;6338-6338;NIV;KI;#N/A
357211,43821536;6620011,82239509;618;125;6080-6087;DEL;DI;DP
353324,44465572;6605227,06635627;619;125;6165-6166;FIX;FR;FS
377976,83826058;6597767,72215078;620;125;6210-6211;FIX;G1;G0
361717,56014722;6620663,67297694;621;125;6134-6134;NIV;#N/A;EX
364227,47803346;6625963,27838791;622;125;6099-6152;DEL;FE;D1
366220,42889363;6624669,03119291;623;125;6140-6152;FIX;E3;FE
368259,57671374;6626538,24116405;624;125;6151-6152;FIX;FD;FE
375245,96194841;6613122,51880234;625;125;-;NIV;#N/A;#N/A
322381,95960655;6620740,24091726;626;125;5959-5967;FIX;AA;AI
338087,49017374;6592123,97419541;627;127;6346-6346;NIV;#N/A;KO
335583,53444307;6589836,42249009;628;127;6346-6457;DEL;KP;NO
334101,23051651;6586455,67215380;629;127;6457-6470;DEL;NO;N1
334238,44125721;6580473,78161614;630;127;6469-6470;DEL;N1;N0
335450,13231239;6573388,22920505;631;127;6372-6469;FIX;LD;N0
334885,66981058;6569884,25580913;632;127;6372-6377;FIX;LD;LI
331620,09325516;6570909,71300244;633;127;6377-6496;DEL;LI;OR
327940,12124268;6574398,32350035;634;127;6490-6496;FIX;OR;OL
328327,15248615;6576851,58057306;635;127;6490-6491;FIX;OL;OM
331172,70134163;6579387,33060802;636;127;6491-6492;FIX;OM;ON
330686,11064628;6582201,42983115;637;127;6317-6492;FIX;ON;JX
326383,65892447;6581664,82918553;638;127;6317-6318;FIX;JX;JY
323845,32030432;6582048,31884462;639;127;6318-6320;DEL;JY;J0
320238,36115778;6582406,89850375;640;127;6315-6320;DEL;J0;JV
316009,13644624;6584462,66064570;641;127;6314-6315;FIX;JV;JU
316620,40327319;6587548,49668852;642;127;6314-6322;FIX;JU;J2
319813,97719722;6586808,06486079;643;127;6321-6322;DEL;J2;J1
322315,96627971;6585636,91730860;644;127;6320-6321;FIX;J1;J0
320231,00405205;6560320,97681808;645;127;6611-6611;NIV;#N/A;RR
320690,18073219;6561582,02224102;646;127;6611-6628;DEL;RR;R6
321646,04544673;6561950,28209152;647;127;6626-6628;FIX;R6;R4
323995,35828040;6562010,94223416;648;127;6625-6626;FIX;R4;R3
326347,24686198;6562297,83240014;649;127;6533-6625;FIX;R3;PQ
326659,90298598;6561020,47887975;650;127;6532-6533;FIX;PQ;PP
328201,62315751;6558876,64946404;651;127;6531-6532;DEL;PP;PO
332929,34297254;6556021,02695423;652;127;6530-6531;DEL;PO;PN
338507,47649001;6552463,18197476;653;127;6449-6530;FIX;PN;NG
332710,48724444;6549225,85889228;654;127;6449-6544;DEL;NG;P1
327705,64182454;6554375,89317922;655;127;6544-6545;DEL;P1;P2
328282,07370071;6556583,38591312;656;127;6531-6545;FIX;P2;PO
331485,83438358;6559794,40754986;657;127;6527-6531;DEL;PO;PK
335605,61981141;6561770,16888521;658;127;6430-6527;FIX;PK;MX
338694,43966064;6561348,18889543;659;127;6429-6430;FIX;MX;MW
339573,29839993;6559020,22920007;660;127;6429-6528;FIX;MW;PL
337930,85878556;6557022,91682216;661;127;6528-6530;FIX;PL;PN
313604,33696758;6621493,32347537;662;127;6226-6226;NIV;#N/A;HG
310345,10743490;6619253,15728559;663;127;6217-6226;DEL;HG;G7
305470,24753267;6615113,30913147;664;127;6204-6217;DEL;G7;GU
304763,05461735;6613289,99441772;665;127;6204-6212;FIX;GU;G2
305616,65058911;6611157,50597385;666;127;6212-6213;FIX;G2;G3
308288,11862056;6607237,52903937;667;127;6213-6220;DEL;G3;HA
310630,68449829;6602876,58677838;668;127;6220-6268;FIX;HA;IK
309349,59519470;6599028,41883230;669;127;6267-6268;DEL;IK;IJ
306996,16630816;6596318,88467983;670;127;6251-6267;FIX;IJ;H4
305359,01545483;6595844,74301267;671;127;6251-6252;FIX;H4;H5
304378,73675283;6594318,46552820;672;127;6252-6253;FIX;H5;H6
306316,62573883;6593580,58135088;673;127;6253-6266;FIX;H6;II
308190,19650024;6593843,67682187;674;127;6265-6266;FIX;II;IH
308938,31946138;6591161,38687802;675;127;6265-6310;FIX;IH;JQ
306862,25513784;6586471,05215218;676;127;6309-6310;DEL;JQ;JP
304595,31698590;6587720,97274239;677;127;6255-6309;DEL;JP;H8
303294,78581871;6591266,86942264;678;127;6254-6255;FIX;H8;H7
303811,94895175;6592478,95072831;679;127;6253-6254;FIX;H7;H6
328922,79321740;6552394,50497714;680;127;-;NIV;#N/A;#N/A
301578,67886367;6596487,51732157;681;127;6245-6245;NIV;#N/A;HY
303633,36196059;6597363,69644804;682;127;6245-6250;FIX;HY;H3
305231,71047235;6598507,28042968;683;127;6249-6250;FIX;H3;H2
305451,73891071;6601816,65791419;684;127;6221-6249;DEL;H2;HB
307495,41837416;6603827,51075795;685;127;6220-6221;FIX;HB;HA
312181,60842032;6604891,46543784;686;127;6219-6220;DEL;HA;G9
316487,21923499;6604658,75293649;687;127;6219-6278;FIX;G9;IU
318470,82193746;6602100,72697810;688;127;6278-6279;FIX;IU;IV
317753,93655539;6598076,23485600;689;127;6274-6279;FIX;IV;IQ
318311,61796073;6594230,77006298;690;127;6273-6274;FIX;IQ;IP
320710,98630043;6595780,13774899;691;127;6273-6282;FIX;IP;IY
322712,01150986;6598448,21012645;692;127;6281-6282;FIX;IY;IX
324418,24482290;6600137,34626704;693;127;6281-6292;FIX;IX;I8
328515,97308777;6602329,97017492;694;127;6011-6292;DEL;I8;BL
330059,77707664;6598902,62209035;695;127;6011-6462;DEL;BL;NT
326374,80680050;6595249,92452160;696;127;6284-6462;FIX;NT;I0
324596,55315319;6593317,41111206;697;127;6284-6285;FIX;I0;I1
324229,09937460;6590527,36062422;698;127;6285-6324;FIX;I1;J4
324083,62583046;6589452,38338388;699;127;6324-6331;FIX;J4;KB
322357,78885563;6588372,13894119;700;127;6330-6331;FIX;KB;KA
324373,58675585;6587419,78200017;701;127;6329-6330;FIX;KA;J9
327562,25458001;6586433,04707692;702;127;6328-6329;FIX;J9;J8
328437,71625154;6584695,22317793;703;127;6317-6328;FIX;J8;JX
320553,18881396;6561334,64377551;704;127;-;NIV;#N/A;#N/A
318807,13354817;6594129,52090142;705;127;6272-6273;FIX;IP;IO
318312,72725543;6593922,01116205;706;127;6261-6272;FIX;ID;IO
317789,79654021;6593959,56264205;707;127;6260-6261;FIX;IC;ID
317730,72483282;6593694,76695735;708;127;6260-6262;FIX;IC;IE
317166,92648738;6593584,53441983;709;127;6262-6263;FIX;IE;IF
315499,73303997;6595137,30176445;710;127;6263-6270;DEL;IF;IM
314498,55026952;6596558,65659406;711;127;6270-6271;FIX;IM;IN
315560,57557430;6596598,06286230;712;127;6259-6271;FIX;IN;IB
317214,09610442;6595165,32788086;713;127;6259-6260;DEL;IB;IC
319699,97768393;6601197,00294955;714;127;6279-6280;FIX;IW;IV
321997,24584377;6600478,47699349;715;127;6280-6281;FIX;IX;IW
322394,06081437;6590911,39146055;716;127;6285-6286;FIX;I2;I1
320043,07539498;6592111,52816028;717;127;6272-6286;FIX;IO;I2
321662,94231185;6561624,15312650;718;127;6627-6628;DEL;R5;R6
322042,11916380;6561133,58283464;719;127;6612-6627;DEL;R5;RS
323550,77256118;6559932,60970645;720;127;6612-6613;FIX;RS;RT
324491,64121706;6557412,58792751;721;127;6613-6614;DEL;RT;RU
321862,46679057;6556623,07910442;722;127;6614-6615;FIX;RU;RV
320866,80392166;6558311,73449166;723;127;6615-6615;NIV;RV;#N/A
338612,69596325;6592591,08394268;724;127;6107-6107;NIV;#N/A;D8
337788,40975631;6593590,12200159;725;127;6106-6107;FIX;D8;D7
337282,78992556;6594972,37207813;726;127;6105-6106;FIX;D7;D6
336264,09428898;6597775,30723841;727;127;6104-6105;FIX;D6;D5
335279,18548921;6600252,72901187;728;127;6103-6104;FIX;D4;D5
334877,48486050;6601608,00657480;729;127;6012-6103;DEL;BM;D4
332669,20196734;6603409,99900332;730;127;6012-6012;NIV;#N/A;BM
300850,79154118;6599311,50790532;731;127;6246-6247;NIV;H0;HZ
299745,83288193;6597743,61610001;732;127;6246-6246;NIV;HZ;#N/A
334767,95852914;6583195,85041468;733;127;6467-6467;NIV;#N/A;NY
336731,97546226;6583544,14938383;734;127;6350-6467;DEL;NY;KS
338464,81073438;6582890,95578666;735;127;6344-6350;DEL;KS;KO
340169,62821591;6584277,19461898;736;127;6343-6344;DEL;KN;KO
342997,82656736;6582238,05613182;737;127;6342-6347;DEL;KM;KQ
305585,22691338;6597052,41445409;738;127;6250-6251;FIX;H3;H4
313522,84823455;6598053,80065765;739;127;6269-6270;FIX;IL;IM
312005,81672009;6600540,96938992;740;127;6268-6269;FIX;IK;IL
331345,48903403;6603910,99721243;741;127;6011-6011;NIV;BL;#N/A
331481,61180849;6585859,35664498;742;127;6327-6470;FIX;N1;J7
329897,96565191;6586432,41030558;743;127;6327-6328;FIX;J7;J8
330215,39076212;6588448,92444000;744;127;6326-6327;FIX;J6;J7
330378,12863403;6591509,74650007;745;127;6326-6459;DEL;NQ;J6
332369,29503794;6593960,36703459;746;127;6458-6459;DEL;NQ;NP
334150,60558837;6590921,12140048;747;127;6457-6458;DEL;NP;NO
328581,11759705;6589062,31333320;748;127;6325-6326;FIX;J6;J5
327436,23404609;6587563,06527061;749;127;6325-6329;FIX;J5;J9
329706,70628795;6593483,61562307;750;127;6459-6460;FIX;NQ;NR
332401,52458873;6596811,86234177;751;127;6104-6460;DEL;D5;NR
317863,37449535;6594201,16543353;752;127;6261-6274;FIX;IQ;ID
333618,33213637;6581912,80923383;753;127;-;NIV;#N/A;#N/A
316436,30797625;6582123,67150646;754;127;6315-6316;FIX;JW;JV
316964,10601678;6573120,21293601;755;127;6575-6576;FIX;QU;QV
320093,77255419;6574865,92658228;756;127;6576-6577;FIX;QV;QW
323587,86413481;6578629,66760502;757;127;6319-6577;FIX;JZ;QW
323697,12858873;6579993,02081255;758;127;6318-6319;FIX;JY;JZ
302509,24105659;6590508,31160087;759;127;6255-6256;DEL;H9;H8
300974,86530169;6591818,41557552;760;127;6240-6256;DEL;HT;H9
297659,65324911;6591896,16574926;761;127;6240-6241;FIX;HT;HU
295521,61380433;6592858,67588777;762;127;6237-6241;FIX;HU;HQ
295162,05899101;6595201,13992526;763;127;6236-6237;FIX;HQ;HP
293833,14737599;6593248,61872089;764;127;6236-6243;DEL;HP;HW
291436,49066023;6590230,14710446;765;127;6243-6244;FIX;HW;HX
288969,87935965;6591116,69294889;766;127; ;NEW;T9;HX
290090,47278503;6590227,45305189;767;127;-;NIV;#N/A;#N/A
293770,43510185;6590009,99056294;768;127;6242-6243;FIX;HV;HW
295153,41514544;6590061,05088680;769;127;6241-6242;FIX;HV;HU
317722,00781112;6593292,27752923;770;127;6262-6313;FIX;IE;JT
315494,76304935;6591317,80139834;771;127;6312-6313;DEL;JT;JS
312810,33864656;6588188,75791214;772;127;6311-6312;DEL;JS;JR
312386,58065029;6585637,64809029;773;127;6308-6311;DEL;JR;JO
315336,54698377;6588948,71573386;774;127;6308-6313;DEL;JO;JT
309110,97505120;6581639,06778851;775;127;6300-6308;DEL;JO;JG
304622,73108899;6581847,93287814;776;127;6299-6300;FIX;JG;JF
304292,21768971;6583005,01666697;777;127;6298-6299;FIX;JF;JE
301316,72798660;6582320,65390607;778;127;6297-6298;FIX;JE;JD
298005,02086999;6583653,21025864;779;127;6296-6297;FIX;JD;JC
297955,94357826;6585918,14091572;780;127;6295-6296;FIX;JC;JB
296513,64262031;6587458,29347432;781;127;6294-6295;DEL;JB;JA
295219,83874002;6588472,25300007;782;127;6242-6294;FIX;JA;HV
313297,42899939;6582807,75299369;783;127;6306-6307;FIX;JM;JN
314352,28379352;6580998,32130212;784;127;-;NIV;#N/A;#N/A
321819,90493112;6561671,29374155;785;127;6626-6627;DEL;R4;R5
315845,93650013;6573264,89174205;786;127;6575-6583;FIX;Q2;QU
