XCoord;YCoord;FID;KNOOPID;VOLGNR;NETWERKID;CODE;STATUS;LON_X;LAT_Y
345113,97356584;6615479,25371814;1027;0;0;0;4J;NEW;3,100212;51,155124
349061,56479435;6615362,83681864;1028;0;0;0;3U;NEW;3,135673;51,154466
353749,99083787;6614907,75257514;1029;0;0;0;4L;NEW;3,177790;51,151895
351284,06923936;6613055,66553764;1030;0;0;0;4K;NEW;3,155638;51,141430
377526,62738062;6589721,53747927;1031;0;0;0;4N;NEW;3,391379;51,009380
374296,51774462;6588961,51168256;1032;0;0;0;4O;NEW;3,362363;51,005073
373847,77910934;6591176,90602615;1033;0;0;0;4P;NEW;3,358332;51,017627
378169,41515550;6595369,17597926;1034;0;0;0;4Q;NEW;3,397154;51,041375
374453,84179466;6595390,31012652;1035;0;0;0;4R;NEW;3,363776;51,041495
374309,90817346;6595411,47683551;1036;0;0;0;4S;NEW;3,362483;51,041615
371909,60337285;6594173,22435901;1037;0;0;0;4T;NEW;3,340921;51,034602
368610,29451749;6601343,06714574;1038;0;0;0;4X;NEW;3,311283;51,075195
364189,09817510;6601335,12962986;1039;0;0;0;4Z;NEW;3,271566;51,075150
367014,85382661;6602462,25688411;1040;0;0;0;4Y;FUT;3,296951;51,081528
368355,54461739;6603927,14478713;1041;0;0;0;41;NEW;3,308994;51,089816
368402,14283781;6604044,34820229;1042;0;0;0;42;NEW;3,309413;51,090479
371110,61201813;6603438,57133675;1043;0;0;0;40;NEW;3,333743;51,087052
373356,92901076;6601589,13013787;1044;0;0;0;4V;NEW;3,353922;51,076587
373348,99149489;6596636,12023184;1045;0;0;0;4U;NEW;3,353851;51,048550
372817,17793126;6602398,75675712;1046;0;0;0;4W;NEW;3,349074;51,081169
371022,45823376;6599939,89348278;1047;0;0;0;43;NEW;3,332951;51,067253
357613,92595158;6603503,97430159;1048;0;0;0;44;NEW;3,212501;51,087422
370648,47658965;6610640,39331952;1049;0;0;0;46;NEW;3,329592;51,127779
373093,26451281;6609376,36043326;1050;0;0;0;48;NEW;3,351554;51,120634
372882,43427545;6610301,27451555;1051;0;0;0;49;NEW;3,349660;51,125863
372989,70539099;6609287,69797604;1052;0;0;0;47;NEW;3,350624;51,120133
366922,79524435;6607782,37636935;1053;0;0;0;5A;NEW;3,296124;51,111621
364901,37453484;6611618,84237562;1054;0;0;0;5B;NEW;3,277965;51,133310
371645,35260614;6615391,67596295;1055;0;0;0;5C;NEW;3,338547;51,154629
359463,35328156;6618237,99653936;1056;0;0;0;5D;NEW;3,229114;51,170706
356372,33170118;6618234,14575877;1057;0;0;0;5E;NEW;3,201347;51,170684
357665,79191295;6618938,34970880;1058;0;0;0;5F;NEW;3,212966;51,174661
359429,86784994;6619223,24140521;1059;0;0;0;5G;NEW;3,228813;51,176270
362994,33787028;6616378,52443457;1060;0;0;0;5H;NEW;3,260834;51,160204
365348,89703342;6618514,91595592;1061;0;0;0;5I;NEW;3,281985;51,172270
367700,51840333;6619704,48500173;1062;0;0;0;5J;NEW;3,303110;51,178987
363836,61417973;6622543,78684150;1063;0;0;0;5M;NEW;3,268400;51,195016
360032,35758393;6623982,26499335;1064;0;0;0;5N;NEW;3,234226;51,203135
369878,11107173;6622354,61121721;1065;0;0;0;5O;NEW;3,322672;51,193948
373307,11792974;6622354,61121721;1066;0;0;0;5P;NEW;3,353475;51,193948
369274,85986522;6620798,85810571;1067;0;0;0;5Q;NEW;3,317253;51,185166
366339,32934444;6632379,68376290;1068;0;0;0;5U;NEW;3,290882;51,250500
365594,12936762;6631998,71131546;1069;0;0;0;5T;NEW;3,284188;51,248352
371980,62852835;6634178,06751227;1070;0;0;0;5W;NEW;3,341559;51,260637
372149,30074070;6632746,00735647;1071;0;58;0;5V;FIXNEW;3,343074;51,252565
380295,17640744;6633483,53487319;1072;0;56;0;5Z;EXT;3,416250;51,256723
371501,32306369;6639607,12753663;1073;0;0;0;5X;NEW;3,337253;51,291227
371244,67671707;6639540,98157100;1074;0;0;0;5Y;NEW;3,334948;51,290854
361872,60906761;6630785,32718420;1075;0;0;0;51;NEW;3,250757;51,241511
361803,14400597;6628743,05437195;1076;0;0;0;50;NEW;3,250133;51,229994
369742,93259660;6640210,06284698;1077;0;0;0;5S;NEW;3,321457;51,294623
368621,67589511;6640499,72082820;1078;0;0;0;5R;NEW;3,311385;51,296254
374763,03386005;6643577,38013701;1079;0;93;0;6M;EXT;3,366554;51,313584
370516,13253034;6641553,23493731;1080;0;0;0;53;FUT;3,328403;51,302187
370450,24973509;6644612,08088265;1081;0;0;0;6N;NEW;3,327811;51,319409
361791,21222454;6643885,83526471;1082;0;0;0;56;NEW;3,250026;51,315321
363132,65240743;6640491,75347655;1083;0;0;0;55;NEW;3,262076;51,296209
362743,71412955;6640086,94016692;1084;0;0;0;57;NEW;3,258582;51,293929
364505,84265380;6641960,19391342;1085;0;0;0;54;NEW;3,274412;51,304479
366621,15445478;6637337,12417382;1086;0;0;0;52;NEW;3,293414;51,278439
358995,84753750;6636485,16413657;1087;0;0;0;58;NEW;3,224915;51,273639
357577,67803450;6635828,99615756;1088;0;0;0;1H;NEW;3,212175;51,269942
357043,21863224;6635739,03764431;1089;0;0;0;59;NEW;3,207374;51,269435
355687,49092079;6635442,70371831;1090;0;0;0;6G;NEW;3,195195;51,267765
357462,92099761;6636644,61980130;1091;0;0;0;6A;NEW;3,211144;51,274538
356573,09620963;6639982,08017099;1092;0;0;0;6C;NEW;3,203151;51,293339
356880,01349013;6640082,62203873;1093;0;0;0;6B;NEW;3,205908;51,293905
355525,34411413;6642673,95638807;1094;0;0;0;6D;NEW;3,193739;51,308498
353260,50625112;6641986,03834558;1095;0;0;0;6F;NEW;3,173393;51,304624
355721,13617238;6640186,86808056;1096;0;0;0;6E;NEW;3,195497;51,294492
366475,18338582;6613045,23265225;1097;0;0;0;1C;NEW;3,292103;51,141371
345991,46031971;6640558,84709120;1098;0;0;0;6K;NEW;3,108094;51,296587
344961,51808444;6642450,88912339;1099;0;0;0;6L;NEW;3,098842;51,307242
355024,14259931;6626561,19514868;1100;0;0;0;6J;NEW;3,189236;51,217686
356266,36383376;6629203,06501576;1101;0;0;0;6H;NEW;3,200395;51,232588
357873,71079845;6627681,70780638;1102;0;0;0;6I;NEW;3,214834;51,224007
293736,45032581;6577981,82210340;1103;0;0;0;4M;NEW;2,638679;50,942801
295138,74479707;6576830,88230152;1104;0;0;0;6T;NEW;2,651276;50,936268
316208,02537164;6539048,52667180;1105;0;0;0;6O;EXT;2,840545;50,721311
369575,35152310;6571532,80831921;1106;0;0;0;6P;NEW;3,319952;50,906185
380944,61384651;6587588,25099814;1107;0;0;0;6Q;NEW;3,422084;50,997289
314131,49977469;6605539,83883663;1108;0;0;0;6R;NEW;2,821891;51,098939
331950,61757766;6561374,33444015;1109;0;0;0;6S;NEW;2,981963;50,848450
370216,77664363;6650576,84544948;1110;0;0;0;Z3;NEW;3,325714;51,352972
372283,93409498;6651456,11353564;1111;0;0;0;0C;NEW;3,344283;51,357918
373415,86184775;6651317,49214971;1112;0;0;0;1A;NEW;3,354452;51,357138
372635,66264191;6650444,50505020;1113;0;0;0;1W;NEW;3,347443;51,352228
371761,60005737;6611160,03249421;1114;0;0;0;27;NEW;3,339591;51,130717
371889,50878412;6609959,87293978;1115;0;0;0;28;NEW;3,340740;51,123933
376575,67824325;6573050,48994507;1116;0;0;0;37;NEW;3,382837;50,914805
376862,24622648;6570961,40285680;1117;0;0;0;UX;NEW;3,385411;50,902940
385478,89658761;6551300,91549359;1118;0;0;0;U6;NEW;3,462816;50,791128
383021,03646794;6549413,49621915;1119;0;0;0;VJ;NEW;3,440737;50,780380
347309,56257128;6613882,84494686;1120;0;0;0;4H;NEW;3,119935;51,146104
