XCoord;YCoord;NETWERKID;NETWERK;PID;STATUS;STARTCODE;ENDCODE
347382,25518550;6621107,75456713;125;Fietsnetwerk Brugse Ommeland;6027-6074;FIX;DC;B1
345120,95517872;6621423,68229325;125;Fietsnetwerk Brugse Ommeland;6018-6027;FIX;B1;BS
344846,62846455;6619419,96651731;125;Fietsnetwerk Brugse Ommeland;6017-6018;FIX;BS;BR
350676,52173393;6625552,48036991;125;Fietsnetwerk Brugse Ommeland;6072-6083;FIX;DL;DA
341457,59509742;6618078,96259809;125;Fietsnetwerk Brugse Ommeland;6016-6020;FIX;BQ;BU
338479,62520384;6619647,35677295;125;Fietsnetwerk Brugse Ommeland;6019-6020;FIX;BU;BT
338331,63050108;6622150,86094695;125;Fietsnetwerk Brugse Ommeland;6019-6029;FIX;BT;B3
340826,28075831;6623721,48838788;125;Fietsnetwerk Brugse Ommeland;6028-6029;FIX;B3;B2
344294,72957617;6622719,01109163;125;Fietsnetwerk Brugse Ommeland;6027-6028;FIX;B2;B1
325389,07672868;6628481,70980964;125;Fietsnetwerk Brugse Ommeland;5965-7087;FIX;AG;SD
322001,23513826;6627363,02129459;125;Fietsnetwerk Brugse Ommeland;7087-7426;FIX;SD;T0
317496,49207191;6622948,69322331;125;Fietsnetwerk Brugse Ommeland;5966-7426;FIX;T0;AH
376192,65167189;6650889,74770375;125;Fietsnetwerk Brugse Ommeland;7152-7153;FIX;SG;SF
373185,70328839;6650907,73851469;125;Fietsnetwerk Brugse Ommeland;6001-7152;FIX;SF;BC
370362,91879088;6649991,18175955;125;Fietsnetwerk Brugse Ommeland;5994-6001;FIX;BC;A6
365390,52040318;6647526,39661979;125;Fietsnetwerk Brugse Ommeland;5991-5992;FIX;A3;A4
364215,50525929;6649403,78819762;125;Fietsnetwerk Brugse Ommeland;5992-5993;FIX;A4;A5
353131,09510383;6619513,23446575;125;Fietsnetwerk Brugse Ommeland;6075-6079;FIX;DD;DH
351635,08083101;6618125,40136783;125;Fietsnetwerk Brugse Ommeland;6075-6076;FIX;DE;DD
350107,25504744;6616070,41037166;125;Fietsnetwerk Brugse Ommeland;6076-6113;FIX;EE;DE
366624,28390219;6606263,95443164;125;Fietsnetwerk Brugse Ommeland;6177-6185;FIX;GB;F3
362879,16445903;6618069,14023221;125;Fietsnetwerk Brugse Ommeland;6128-6139;FIX;E2;ER
349519,65608475;6635368,17757591;125;Fietsnetwerk Brugse Ommeland;6044-6045;FIX;CJ;CI
370604,60109920;6610168,50200731;125;Fietsnetwerk Brugse Ommeland;6162-6180;FIX;F6;FO
359153,34870573;6590750,91286156;125;Fietsnetwerk Brugse Ommeland;6193-6198;FIX;GJ;GO
362885,47844949;6591166,85389510;125;Fietsnetwerk Brugse Ommeland;6198-6200;FIX;GO;GQ
359207,81026627;6615978,03296296;125;Fietsnetwerk Brugse Ommeland;6133-6133;NIV;EW;#N/A
358782,24039056;6612128,65378801;125;Fietsnetwerk Brugse Ommeland;6132-6133;FIX;EW;EV
351689,34708913;6605509,91482072;125;Fietsnetwerk Brugse Ommeland;6115-6116;FIX;EH;EG
330289,56480975;6627771,11592063;125;Fietsnetwerk Brugse Ommeland;5969-5976;FIX;AO;AJ
359265,92249738;6627161,62455992;125;Fietsnetwerk Brugse Ommeland;6090-6091;FIX;DS;DT
357831,66598175;6627908,06046750;125;Fietsnetwerk Brugse Ommeland;6047-6091;FIX;DT;CL
351233,26160471;6624523,54890999;125;Fietsnetwerk Brugse Ommeland;6073-6082;FIX;DB;DK
326314,50173785;6627997,76334379;125;Fietsnetwerk Brugse Ommeland;-;NIV;#N/A;#N/A
374458,47176150;6592036,71621037;125;Fietsnetwerk Brugse Ommeland;6334-6335;FIX;KE;KF
377237,32050121;6590991,02762027;125;Fietsnetwerk Brugse Ommeland;6335-6336;FIX;KF;KG
380186,90367885;6591280,28953839;125;Fietsnetwerk Brugse Ommeland;6336-6337;FIX;KG;KH
381653,64806106;6591529,84864372;125;Fietsnetwerk Brugse Ommeland;6337-6337;NIV;KH;#N/A
379254,94789087;6593488,35660073;125;Fietsnetwerk Brugse Ommeland;6210-6337;FIX;KH;G0
376942,86247316;6594828,74494664;125;Fietsnetwerk Brugse Ommeland;6209-6210;FIX;G0;GZ
373316,05912910;6596908,25529450;125;Fietsnetwerk Brugse Ommeland;6208-6209;FIX;GZ;GY
375490,31342846;6593447,18873663;125;Fietsnetwerk Brugse Ommeland;6209-6335;FIX;KF;GZ
357553,38291855;6646893,30831930;125;Fietsnetwerk Brugse Ommeland;-;NIV;#N/A;#N/A
327837,91494928;6625446,24362911;125;Fietsnetwerk Brugse Ommeland;5963-5964;FIX;AE;AF
331271,49189029;6622906,83778921;125;Fietsnetwerk Brugse Ommeland;5962-5963;FIX;AD;AE
331911,56846735;6612831,34648385;125;Fietsnetwerk Brugse Ommeland;6006-6007;FIX;BG;BH
333015,64265646;6611688,86498811;125;Fietsnetwerk Brugse Ommeland;6007-6013;FIX;BH;BN
337919,33132852;6607730,97367437;125;Fietsnetwerk Brugse Ommeland;6013-6109;FIX;BN;EA
344221,62099201;6604853,81527987;125;Fietsnetwerk Brugse Ommeland;6109-6110;FIX;EA;EB
342201,66112420;6603271,29741385;125;Fietsnetwerk Brugse Ommeland;6108-6109;FIX;D9;EA
341909,50139705;6602994,50572330;125;Fietsnetwerk Brugse Ommeland;6108-6108;NIV;#N/A;D9
333058,96567517;6607039,39916843;125;Fietsnetwerk Brugse Ommeland;6007-6012;DEL;BH;BM
370681,21535655;6632960,77757601;125;Fietsnetwerk Brugse Ommeland;6061-6062;FIX;CZ;C0
362966,52503419;6633744,53206524;125;Fietsnetwerk Brugse Ommeland;6056-6057;FIX;CU;CV
350481,83259930;6619657,93595483;125;Fietsnetwerk Brugse Ommeland;6074-6075;FIX;DD;DC
357567,21259610;6626822,25613023;125;Fietsnetwerk Brugse Ommeland;6085-6091;FIX;DT;DN
368977,63198816;6622804,30949295;125;Fietsnetwerk Brugse Ommeland;6141-6142;FIX;E4;E5
323848,60905527;6618937,99182882;125;Fietsnetwerk Brugse Ommeland;5961-6228;FIX;AC;HI
325719,78720429;6629581,93732596;125;Fietsnetwerk Brugse Ommeland;7087-7088;FIX;SE;SD
349448,28665759;6642872,82812676;125;Fietsnetwerk Brugse Ommeland;5982-5986;FIX;AU;AY
372804,29041968;6586146,31622836;125;Fietsnetwerk Brugse Ommeland;6333-6340;FIX;KD;KJ
356242,13102214;6615060,06989725;125;Fietsnetwerk Brugse Ommeland;6078-6133;FIX;DG;EW
372680,10915197;6640145,73909784;125;Fietsnetwerk Brugse Ommeland;6066-6068;FIX;C4;C6
336431,98100538;6624414,52461650;125;Fietsnetwerk Brugse Ommeland;6024-6029;FIX;BY;B3
375532,70597165;6628587,92318219;125;Fietsnetwerk Brugse Ommeland;6148-6150;FIX;FC;FA
376479,24138029;6626932,57076970;125;Fietsnetwerk Brugse Ommeland;6147-6148;FIX;FA;E9
375111,31058581;6625482,27160771;125;Fietsnetwerk Brugse Ommeland;6145-6147;FIX;E9;E8
344754,91983232;6641905,14349304;125;Fietsnetwerk Brugse Ommeland;5978-5987;FIX;AQ;AZ
339675,26145369;6637662,34104780;125;Fietsnetwerk Brugse Ommeland;5973-5978;FIX;AQ;AM
334332,33194234;6634063,37473370;125;Fietsnetwerk Brugse Ommeland;5973-5974;FIX;AM;AN
333536,50548467;6630124,50773473;125;Fietsnetwerk Brugse Ommeland;5974-5977;FIX;AN;AP
367387,01504361;6620042,58026157;125;Fietsnetwerk Brugse Ommeland;6135-6136;FIX;EZ;EY
364150,01124845;6605776,98182048;125;Fietsnetwerk Brugse Ommeland;6172-6176;FIX;FY;F2
337796,22010952;6635699,21374048;125;Fietsnetwerk Brugse Ommeland;5972-5973;FIX;AM;AL
352627,33524530;6586299,72344738;125;Fietsnetwerk Brugse Ommeland;6194-6195;FIX;GL;GK
352709,09627408;6616983,15760911;125;Fietsnetwerk Brugse Ommeland;6076-6077;FIX;DF;DE
344253,32417034;6639570,02459392;125;Fietsnetwerk Brugse Ommeland;5978-5979;FIX;AR;AQ
358525,67835254;6593653,56307668;125;Fietsnetwerk Brugse Ommeland;6175-6198;FIX;GO;F1
364087,57222004;6595101,92585111;125;Fietsnetwerk Brugse Ommeland;6188-6198;FIX;GO;GE
355369,94392177;6626559,58150317;125;Fietsnetwerk Brugse Ommeland;6042-6084;FIX;DM;CG
372514,73213169;6613152,77192484;125;Fietsnetwerk Brugse Ommeland;6157-6160;FIX;FM;FJ
368142,63431331;6650040,74560693;125;Fietsnetwerk Brugse Ommeland;5992-6001;FIX;BC;A4
338021,77871659;6618749,22949156;125;Fietsnetwerk Brugse Ommeland;6020-6021;FIX;BU;BV
327244,77869486;6614081,48218578;125;Fietsnetwerk Brugse Ommeland;6005-6008;FIX;BF;BI
350578,88653122;6602048,80380976;125;Fietsnetwerk Brugse Ommeland;6117-6118;FIX;EI;EJ
347715,96723065;6600432,12291492;125;Fietsnetwerk Brugse Ommeland;6117-6123;FIX;EN;EI
345580,50264468;6594387,59680638;125;Fietsnetwerk Brugse Ommeland;6189-6190;FIX;GG;GF
344202,62197832;6595134,07816727;125;Fietsnetwerk Brugse Ommeland;6189-6999;FIX;GF;SC
341404,14282240;6593800,02025436;125;Fietsnetwerk Brugse Ommeland;6999-6999;DEL;SC;#N/A
338665,54794979;6593010,27673553;125;Fietsnetwerk Brugse Ommeland;-;NIV;#N/A;#N/A
345079,39294076;6599682,86938515;125;Fietsnetwerk Brugse Ommeland;6123-6123;NIV;#N/A;EN
343387,94606405;6601265,68541470;125;Fietsnetwerk Brugse Ommeland;6108-6108;NIV;#N/A;D9
351478,40101847;6599168,76205041;125;Fietsnetwerk Brugse Ommeland;6117-6169;FIX;EI;FV
373621,94407200;6609157,91892686;125;Fietsnetwerk Brugse Ommeland;6163-6181;FIX;FP;F7
340885,49280338;6601988,94706674;125;Fietsnetwerk Brugse Ommeland;6100-6100;NIV;#N/A;D2
340820,57160355;6601106,54217971;125;Fietsnetwerk Brugse Ommeland;6100-6101;FIX;D2;D3
339287,25391815;6597540,92562535;125;Fietsnetwerk Brugse Ommeland;6101-6101;NIV;D3;#N/A
342586,97075188;6598558,82037728;125;Fietsnetwerk Brugse Ommeland;6101-6999;FIX;D3;SC
344724,54938575;6597789,94249817;125;Fietsnetwerk Brugse Ommeland;6999-6999;NIV;SC;#N/A
341480,86623125;6620707,42096767;125;Fietsnetwerk Brugse Ommeland;6018-6019;FIX;BT;BS
338912,68934355;6616152,82391137;125;Fietsnetwerk Brugse Ommeland;6014-6022;FIX;BO;BW
336723,68988371;6612377,35646317;125;Fietsnetwerk Brugse Ommeland;6013-6014;FIX;BN;BO
341015,50692696;6612762,46568808;125;Fietsnetwerk Brugse Ommeland;6014-6015;FIX;BO;BP
379679,09834248;6587655,62082874;125;Fietsnetwerk Brugse Ommeland;6336-6338;FIX;KG;KH
378073,37448220;6584738,20594603;125;Fietsnetwerk Brugse Ommeland;6338-6338;NIV;KH;#N/A
357211,49179894;6620011,45989303;125;Fietsnetwerk Brugse Ommeland;6080-6087;FIX;DI;DP
353324,44465572;6605227,06635627;125;Fietsnetwerk Brugse Ommeland;6165-6166;FIX;FR;FS
347990,81096218;6593211,19499967;125;Fietsnetwerk Brugse Ommeland;6190-6191;FIX;GG;GH
377976,83826058;6597767,72215078;125;Fietsnetwerk Brugse Ommeland;6210-6211;FIX;G1;G0
361717,56014722;6620663,67297694;125;Fietsnetwerk Brugse Ommeland;6134-6134;NIV;#N/A;EX
364227,47803346;6625963,27838791;125;Fietsnetwerk Brugse Ommeland;6099-6152;FIX;FE;D1
366220,42889363;6624669,03119291;125;Fietsnetwerk Brugse Ommeland;6140-6152;FIX;E3;FE
368259,57671374;6626538,24116405;125;Fietsnetwerk Brugse Ommeland;6151-6152;FIX;FD;FE
375245,96194841;6613122,51880234;125;Fietsnetwerk Brugse Ommeland;-;NIV;#N/A;#N/A
322381,95960655;6620740,24091726;125;Fietsnetwerk Brugse Ommeland;5959-5967;FIX;AA;AI
338087,49017374;6592123,97419541;127;Fietsnetwerk Westhoek;6346-6346;NIV;#N/A;KO
335583,53444307;6589836,42249009;127;Fietsnetwerk Westhoek;6346-6457;DEL;KO;NN
334101,23051651;6586455,67215380;127;Fietsnetwerk Westhoek;6457-6470;DEL;NN;N0
334238,44125721;6580473,78161614;127;Fietsnetwerk Westhoek;6469-6470;FIX;N0;NZ
335450,13231239;6573388,22920505;127;Fietsnetwerk Westhoek;6372-6469;FIX;LC;NZ
334885,66981058;6569884,25580913;127;Fietsnetwerk Westhoek;6372-6377;FIX;LC;LH
331620,09325516;6570909,71300244;127;Fietsnetwerk Westhoek;6377-6496;FIX;LH;OR
327940,12124268;6574398,32350035;127;Fietsnetwerk Westhoek;6490-6496;FIX;OR;OL
328327,15248615;6576851,58057306;127;Fietsnetwerk Westhoek;6490-6491;FIX;OL;OM
331172,70134163;6579387,33060802;127;Fietsnetwerk Westhoek;6491-6492;FIX;OM;ON
330686,11064628;6582201,42983115;127;Fietsnetwerk Westhoek;6317-6492;FIX;ON;JX
326383,65892447;6581664,82918553;127;Fietsnetwerk Westhoek;6317-6318;FIX;JX;JY
323845,32030432;6582048,31884462;127;Fietsnetwerk Westhoek;6318-6320;DEL;JY;J0
320238,36115778;6582406,89850375;127;Fietsnetwerk Westhoek;6315-6320;DEL;J0;JV
316009,13644624;6584462,66064570;127;Fietsnetwerk Westhoek;6314-6315;FIX;JV;JU
316620,40327319;6587548,49668852;127;Fietsnetwerk Westhoek;6314-6322;FIX;JU;J2
319813,97719722;6586808,06486079;127;Fietsnetwerk Westhoek;6321-6322;DEL;J2;J1
322315,96627971;6585636,91730860;127;Fietsnetwerk Westhoek;6320-6321;FIX;J1;J0
320231,00405205;6560320,97681808;127;Fietsnetwerk Westhoek;6611-6611;NIV;#N/A;RR
320690,18073218;6561582,02224101;127;Fietsnetwerk Westhoek;6611-6628;FIX;RR;R6
321646,04544673;6561950,28209152;127;Fietsnetwerk Westhoek;6626-6628;FIX;R6;R4
323995,35828040;6562010,94223416;127;Fietsnetwerk Westhoek;6625-6626;FIX;R4;R3
326347,24686198;6562297,83240014;127;Fietsnetwerk Westhoek;6533-6625;FIX;R3;PQ
326659,90298598;6561020,47887975;127;Fietsnetwerk Westhoek;6532-6533;FIX;PQ;PP
328201,62315751;6558876,64946404;127;Fietsnetwerk Westhoek;6531-6532;FIX;PP;PO
332929,34297254;6556021,02695423;127;Fietsnetwerk Westhoek;6530-6531;FIX;PO;PN
338507,47649001;6552463,18197476;127;Fietsnetwerk Westhoek;6449-6530;FIX;PN;NF
332721,07059894;6549225,85889228;127;Fietsnetwerk Westhoek;6449-6544;FIX;NF;P1
327705,64182454;6554375,89317922;127;Fietsnetwerk Westhoek;6544-6545;FIX;P1;P2
328282,07370071;6556583,38591312;127;Fietsnetwerk Westhoek;6531-6545;FIX;P2;PO
331485,83438358;6559794,40754986;127;Fietsnetwerk Westhoek;6527-6531;FIX;PO;PK
335605,61981141;6561770,16888521;127;Fietsnetwerk Westhoek;6430-6527;FIX;PK;MW
338694,43966064;6561348,18889543;127;Fietsnetwerk Westhoek;6429-6430;FIX;MW;MV
339573,29839993;6559020,22920007;127;Fietsnetwerk Westhoek;6429-6528;FIX;MV;PL
337930,85878556;6557022,91682216;127;Fietsnetwerk Westhoek;6528-6530;FIX;PL;PN
313604,33696758;6621493,32347537;127;Fietsnetwerk Westhoek;6226-6226;NIV;#N/A;HG
310345,10743490;6619253,15728559;127;Fietsnetwerk Westhoek;6217-6226;FIX;HG;G7
305470,24753267;6615113,30913147;127;Fietsnetwerk Westhoek;6204-6217;FIX;G7;GU
304763,05461735;6613289,99441772;127;Fietsnetwerk Westhoek;6204-6212;FIX;GU;G2
305616,65058911;6611157,50597385;127;Fietsnetwerk Westhoek;6212-6213;FIX;G2;G3
308288,11862056;6607237,52903937;127;Fietsnetwerk Westhoek;6213-6220;DEL;G3;HA
310630,68449829;6602876,58677838;127;Fietsnetwerk Westhoek;6220-6268;FIX;HA;IK
309349,59519470;6599028,41883230;127;Fietsnetwerk Westhoek;6267-6268;DEL;IK;IJ
306996,16630816;6596318,88467983;127;Fietsnetwerk Westhoek;6251-6267;FIX;IJ;H4
305359,01545483;6595844,74301267;127;Fietsnetwerk Westhoek;6251-6252;FIX;H4;H5
304378,73675283;6594318,46552820;127;Fietsnetwerk Westhoek;6252-6253;FIX;H5;H6
306316,62573883;6593580,58135088;127;Fietsnetwerk Westhoek;6253-6266;FIX;H6;II
308190,19650024;6593843,67682187;127;Fietsnetwerk Westhoek;6265-6266;FIX;II;IH
308938,31946138;6591161,38687802;127;Fietsnetwerk Westhoek;6265-6310;FIX;IH;JQ
306862,25513784;6586471,05215218;127;Fietsnetwerk Westhoek;6309-6310;DEL;JQ;JP
304595,31698590;6587720,97274239;127;Fietsnetwerk Westhoek;6255-6309;DEL;JP;H8
303294,78581871;6591266,86942264;127;Fietsnetwerk Westhoek;6254-6255;FIX;H8;H7
303811,94895175;6592478,95072831;127;Fietsnetwerk Westhoek;6253-6254;FIX;H7;H6
328922,79321740;6552394,50497714;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
301578,67886367;6596487,51732157;127;Fietsnetwerk Westhoek;6245-6245;DEL;#N/A;HY
303633,36196059;6597363,69644804;127;Fietsnetwerk Westhoek;6245-6250;FIX;HY;H3
305231,71047235;6598507,28042968;127;Fietsnetwerk Westhoek;6249-6250;FIX;H3;H2
305451,73891071;6601816,65791419;127;Fietsnetwerk Westhoek;6221-6249;DEL;H2;HB
307495,41837416;6603827,51075795;127;Fietsnetwerk Westhoek;6220-6221;FIX;HB;HA
312181,60842032;6604891,46543784;127;Fietsnetwerk Westhoek;6219-6220;FIX;HA;G9
316487,21923499;6604658,75293649;127;Fietsnetwerk Westhoek;6219-6278;FIX;G9;IU
318470,82193746;6602100,72697810;127;Fietsnetwerk Westhoek;6278-6279;FIX;IU;IV
317753,93655539;6598076,23485600;127;Fietsnetwerk Westhoek;6274-6279;FIX;IV;IQ
318311,61796073;6594230,77006298;127;Fietsnetwerk Westhoek;6273-6274;FIX;IQ;IP
320710,98630043;6595780,13774899;127;Fietsnetwerk Westhoek;6273-6282;FIX;IP;IY
322712,01150986;6598448,21012645;127;Fietsnetwerk Westhoek;6281-6282;FIX;IY;IX
324418,24482290;6600137,34626704;127;Fietsnetwerk Westhoek;6281-6292;FIX;IX;I8
328515,97308777;6602329,97017492;127;Fietsnetwerk Westhoek;6011-6292;DEL;I8;BL
330059,77707664;6598902,62209035;127;Fietsnetwerk Westhoek;6011-6462;DEL;BL;NS
326374,80680050;6595249,92452160;127;Fietsnetwerk Westhoek;6284-6462;FIX;NS;I0
324596,55315319;6593317,41111206;127;Fietsnetwerk Westhoek;6284-6285;FIX;I0;I1
324229,09937460;6590527,36062422;127;Fietsnetwerk Westhoek;6285-6324;FIX;I1;J4
324083,62583046;6589452,38338388;127;Fietsnetwerk Westhoek;6324-6331;FIX;J4;KB
322357,78885563;6588372,13894119;127;Fietsnetwerk Westhoek;6330-6331;FIX;KB;KA
324373,58675585;6587419,78200017;127;Fietsnetwerk Westhoek;6329-6330;FIX;KA;J9
327562,25458001;6586433,04707692;127;Fietsnetwerk Westhoek;6328-6329;FIX;J9;J8
328437,71625154;6584695,22317793;127;Fietsnetwerk Westhoek;6317-6328;FIX;J8;JX
320553,18881396;6561334,64377551;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
318807,13354817;6594129,52090142;127;Fietsnetwerk Westhoek;6272-6273;FIX;IP;IO
318312,72725543;6593922,01116205;127;Fietsnetwerk Westhoek;6261-6272;FIX;ID;IO
317789,79654021;6593959,56264205;127;Fietsnetwerk Westhoek;6260-6261;FIX;IC;ID
317730,72483282;6593694,76695735;127;Fietsnetwerk Westhoek;6260-6262;FIX;IC;IE
317166,92648738;6593584,53441983;127;Fietsnetwerk Westhoek;6262-6263;FIX;IE;IF
315499,73303997;6595137,30176445;127;Fietsnetwerk Westhoek;6263-6270;DEL;IF;IM
314498,55026952;6596558,65659406;127;Fietsnetwerk Westhoek;6270-6271;FIX;IM;IN
315560,57557430;6596598,06286230;127;Fietsnetwerk Westhoek;6259-6271;FIX;IN;IB
317214,09610442;6595165,32788086;127;Fietsnetwerk Westhoek;6259-6260;FIX;IB;IC
319699,97768393;6601197,00294955;127;Fietsnetwerk Westhoek;6279-6280;FIX;IW;IV
321997,24584377;6600478,47699349;127;Fietsnetwerk Westhoek;6280-6281;FIX;IX;IW
322394,06081437;6590911,39146055;127;Fietsnetwerk Westhoek;6285-6286;FIX;I2;I1
320043,07539498;6592111,52816028;127;Fietsnetwerk Westhoek;6272-6286;FIX;IO;I2
321662,94231185;6561624,15312650;127;Fietsnetwerk Westhoek;6627-6628;FIX;R5;R6
322042,11916380;6561133,58283464;127;Fietsnetwerk Westhoek;6612-6627;FIX;R5;RS
323550,77256118;6559932,60970645;127;Fietsnetwerk Westhoek;6612-6613;FIX;RS;RT
324491,64121706;6557412,58792751;127;Fietsnetwerk Westhoek;6613-6614;FIX;RT;RU
321862,46679057;6556623,07910442;127;Fietsnetwerk Westhoek;6614-6615;FIX;RU;RV
320866,80392166;6558311,73449166;127;Fietsnetwerk Westhoek;6615-6615;NIV;RV;#N/A
338612,69596325;6592591,08394268;127;Fietsnetwerk Westhoek;6107-6107;NIV;#N/A;D8
337788,40975631;6593590,12200159;127;Fietsnetwerk Westhoek;6106-6107;DEL;D8;D7
337282,78992556;6594972,37207813;127;Fietsnetwerk Westhoek;6105-6106;FIX;D7;D6
336264,09428898;6597775,30723841;127;Fietsnetwerk Westhoek;6104-6105;FIX;D6;D5
335279,18548921;6600252,72901187;127;Fietsnetwerk Westhoek;6103-6104;FIX;D4;D5
334877,48486050;6601608,00657480;127;Fietsnetwerk Westhoek;6012-6103;DEL;BM;D4
332669,20196734;6603409,99900332;127;Fietsnetwerk Westhoek;6012-6012;DEL;#N/A;BM
300850,79154118;6599311,50790531;127;Fietsnetwerk Westhoek;6246-6247;DEL;H0;HZ
299745,83288193;6597743,61610001;127;Fietsnetwerk Westhoek;6246-6246;DEL;HZ;#N/A
334767,95852914;6583195,85041468;127;Fietsnetwerk Westhoek;6467-6467;DEL;#N/A;NX
336731,97546226;6583544,14938383;127;Fietsnetwerk Westhoek;6350-6467;DEL;NX;KR
338464,81073438;6582890,95578666;127;Fietsnetwerk Westhoek;6344-6350;FIX;KR;KN
340169,62821591;6584277,19461898;127;Fietsnetwerk Westhoek;6343-6344;DEL;KN;KM
342997,82656736;6582238,05613182;127;Fietsnetwerk Westhoek;6343-6343;DEL;KM;#N/A
305585,22691338;6597052,41445409;127;Fietsnetwerk Westhoek;6250-6251;FIX;H3;H4
313522,84823455;6598053,80065765;127;Fietsnetwerk Westhoek;6269-6270;FIX;IL;IM
312005,81672009;6600540,96938992;127;Fietsnetwerk Westhoek;6268-6269;FIX;IK;IL
331345,48903403;6603910,99721243;127;Fietsnetwerk Westhoek;6011-6011;DEL;BL;#N/A
331481,61180849;6585859,35664498;127;Fietsnetwerk Westhoek;6327-6470;FIX;N0;J7
329897,96565191;6586432,41030558;127;Fietsnetwerk Westhoek;6327-6328;FIX;J7;J8
330215,39076212;6588448,92444000;127;Fietsnetwerk Westhoek;6326-6327;FIX;J6;J7
330378,11356538;6591509,76450226;127;Fietsnetwerk Westhoek;6326-6459;DEL;NP;J6
332369,29503794;6593960,36703459;127;Fietsnetwerk Westhoek;6458-6459;DEL;NP;NO
334150,60558837;6590921,12140048;127;Fietsnetwerk Westhoek;6457-6458;DEL;NO;NN
328581,11759705;6589062,31333320;127;Fietsnetwerk Westhoek;6325-6326;FIX;J6;J5
327436,23404609;6587563,06527061;127;Fietsnetwerk Westhoek;6325-6329;FIX;J5;J9
329706,70628795;6593483,61562307;127;Fietsnetwerk Westhoek;6459-6460;FIX;NQ;NP
332401,52458873;6596811,86234177;127;Fietsnetwerk Westhoek;6104-6460;DEL;D5;NQ
317863,37449535;6594201,16543353;127;Fietsnetwerk Westhoek;6261-6274;FIX;IQ;ID
333618,33213637;6581912,80923383;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
316436,30797625;6582123,67150646;127;Fietsnetwerk Westhoek;6315-6316;FIX;JW;JV
316964,10601678;6573120,21293601;127;Fietsnetwerk Westhoek;6575-6576;FIX;QU;QV
320093,77255419;6574865,92658228;127;Fietsnetwerk Westhoek;6576-6577;FIX;QV;QW
323587,86413481;6578629,66760502;127;Fietsnetwerk Westhoek;6319-6577;FIX;JZ;QW
323697,12858873;6579993,02081255;127;Fietsnetwerk Westhoek;6318-6319;FIX;JY;JZ
302509,24105659;6590508,31160087;127;Fietsnetwerk Westhoek;6255-6256;DEL;H9;H8
300974,86530169;6591818,41557552;127;Fietsnetwerk Westhoek;6240-6256;DEL;HT;H9
297659,65324911;6591896,16574926;127;Fietsnetwerk Westhoek;6240-6241;FIX;HT;HU
295521,61380433;6592858,67588777;127;Fietsnetwerk Westhoek;6237-6241;FIX;HU;HQ
295162,05899101;6595201,13992526;127;Fietsnetwerk Westhoek;6236-6237;FIX;HQ;HP
293833,14737599;6593248,61872089;127;Fietsnetwerk Westhoek;6236-6243;DEL;HP;HW
291436,49066023;6590230,14710446;127;Fietsnetwerk Westhoek;6243-6244;FIX;HW;HX
288969,87935965;6591116,69294889;127;Fietsnetwerk Westhoek;6244-6244;NEW;T9;HX
290090,47278503;6590227,45305189;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
293770,43510185;6590009,99056294;127;Fietsnetwerk Westhoek;6242-6243;FIX;HV;HW
295153,41514544;6590061,05088680;127;Fietsnetwerk Westhoek;6241-6242;FIX;HV;HU
317722,00781112;6593292,27752923;127;Fietsnetwerk Westhoek;6262-6313;FIX;IE;JT
315494,76304935;6591317,80139834;127;Fietsnetwerk Westhoek;6312-6313;DEL;JT;JS
312810,33864656;6588188,75791214;127;Fietsnetwerk Westhoek;6311-6312;DEL;JS;JR
312386,58065029;6585637,64809029;127;Fietsnetwerk Westhoek;6308-6311;DEL;JR;JO
315336,54698377;6588948,71573386;127;Fietsnetwerk Westhoek;6308-6313;DEL;JO;JT
309110,97505120;6581639,06778851;127;Fietsnetwerk Westhoek;6300-6308;DEL;JO;JG
304622,73108899;6581847,93287814;127;Fietsnetwerk Westhoek;6299-6300;FIX;JG;JF
304292,21768971;6583005,01666697;127;Fietsnetwerk Westhoek;6298-6299;FIX;JF;JE
301316,72798660;6582320,65390607;127;Fietsnetwerk Westhoek;6297-6298;FIX;JE;JD
298005,02086999;6583653,21025864;127;Fietsnetwerk Westhoek;6296-6297;FIX;JD;JC
297955,94357826;6585918,14091572;127;Fietsnetwerk Westhoek;6295-6296;FIX;JC;JB
296513,64262031;6587458,29347432;127;Fietsnetwerk Westhoek;6294-6295;DEL;JB;JA
295219,83874002;6588472,25300007;127;Fietsnetwerk Westhoek;6242-6294;FIX;JA;HV
312362,91426409;6584799,29978862;127;Fietsnetwerk Westhoek;6307-6307;NEW;U6;JN
313297,42899939;6582807,75299369;127;Fietsnetwerk Westhoek;6307-6307;FIX;JM;JN
314352,28379352;6580998,32130212;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
321819,90493112;6561671,29374155;127;Fietsnetwerk Westhoek;6626-6627;FIX;R4;R5
315845,93650013;6573264,89174205;127;Fietsnetwerk Westhoek;6575-6583;FIX;Q2;QU
313934,22786532;6569941,41174320;127;Fietsnetwerk Westhoek;6582-6583;FIX;Q2;Q1
312382,66659972;6566088,89450395;127;Fietsnetwerk Westhoek;6582-6591;FIX;Q1;Q9
310790,11319097;6566257,97142920;127;Fietsnetwerk Westhoek;6590-6591;FIX;Q9;Q8
